FMST,Non-Metallic and Industrial Metal Mining,evebit,evebitda,pb,pe,ps,beta1y,beta5y,return1y,return5y,volume,volumeavg1m,volumeavg3m,bvps,currentratio,de
FMST,Non-Metallic and Industrial Metal Mining,-0.4772918147167129,0.06877032397928476,-0.17853042479908154,-0.7282929710572946,,,,,,-0.9512172515848101,-0.9472455024760673,-0.9486551933002451,-0.7863380333719336,-0.9825091123855054,-0.6083590238392207
