,price,quantity,total
712,0.7878,60.9,2329415.7999999993
713,0.7877,302.8,2329718.599999999
714,0.7876,165.4,2329883.999999999
715,0.7875,183.7,2330067.6999999993
716,0.7874,1054.0,2331121.6999999993
717,0.7873,4163.5,2335285.1999999993
718,0.7872,90.0,2335375.1999999993
719,0.7871,31.9,2335407.099999999
720,0.787,388.8,2335795.899999999
721,0.7869,768.9,2336564.799999999
722,0.7868,1829.9,2338394.699999999
723,0.7867,10.2,2338404.899999999
724,0.7866,565.7,2338970.599999999
725,0.7865,30.4,2339000.999999999
726,0.7864,62.1,2339063.099999999
727,0.7863,127.3,2339190.399999999
728,0.7861,596.0,2339786.399999999
729,0.786,1787.6,2341573.999999999
730,0.7859,467.5,2342041.499999999
731,0.7858,15.4,2342056.899999999
732,0.7857,1201.6,2343258.499999999
733,0.7856,176.7,2343435.1999999993
734,0.7855,710.4,2344145.599999999
735,0.7854,250.4,2344395.999999999
736,0.7853,1143.0,2345538.999999999
737,0.7852,214.4,2345753.399999999
738,0.7851,5789.1,2351542.499999999
739,0.785,33269.5,2384811.999999999
740,0.7849,79.1,2384891.099999999
741,0.7848,95.9,2384986.999999999
742,0.7847,83.1,2385070.099999999
743,0.7846,151.1,2385221.1999999993
744,0.7845,249.7,2385470.8999999994
745,0.7844,423.8,2385894.6999999993
746,0.7843,10.6,2385905.2999999993
747,0.7842,48.0,2385953.2999999993
748,0.7841,84.6,2386037.8999999994
749,0.784,209.6,2386247.4999999995
750,0.7839,343.7,2386591.1999999997
751,0.7838,519.4,2387110.5999999996
752,0.7837,355.8,2387466.3999999994
753,0.7836,96.8,2387563.1999999993
754,0.7835,876.1,2388439.2999999993
755,0.7834,83.3,2388522.599999999
756,0.7833,291.3,2388813.899999999
757,0.7832,61.4,2388875.299999999
758,0.7831,68.5,2388943.799999999
759,0.783,301.2,2389244.999999999
760,0.7829,266.5,2389511.499999999
761,0.7828,955.1,2390466.599999999
762,0.7827,304.2,2390770.7999999993
763,0.7826,19.9,2390790.6999999993
764,0.7825,598.2,2391388.8999999994
765,0.7824,152.2,2391541.0999999996
766,0.7823,6586.0,2398127.0999999996
767,0.7822,117.4,2398244.4999999995
768,0.7821,600.7,2398845.1999999997
769,0.782,11265.1,2410110.3
770,0.7819,59.7,2410170.0
771,0.7818,81.7,2410251.7
772,0.7817,39.8,2410291.5
773,0.7816,10.2,2410301.7
774,0.7815,435.9,2410737.6
775,0.7814,80.8,2410818.4
776,0.7813,173.3,2410991.6999999997
777,0.7812,27.0,2411018.6999999997
778,0.7811,217.8,2411236.4999999995
779,0.781,1948.7,2413185.1999999997
780,0.7809,589.5,2413774.6999999997
781,0.7808,66.5,2413841.1999999997
782,0.7807,53.1,2413894.3
783,0.7805,801.4,2414695.6999999997
784,0.7804,115.9,2414811.5999999996
785,0.7803,504.0,2415315.5999999996
786,0.7802,70.2,2415385.8
787,0.7801,410.7,2415796.5
788,0.78,89881.8,2505678.3
789,0.7799,757.8,2506436.0999999996
790,0.7798,193.3,2506629.3999999994
791,0.7797,45.4,2506674.7999999993
792,0.7796,102.0,2506776.7999999993
793,0.7795,334.8,2507111.599999999
794,0.7794,320.4,2507431.999999999
795,0.7793,32.6,2507464.599999999
796,0.7792,175.8,2507640.399999999
797,0.7791,157.0,2507797.399999999
798,0.779,1658.6,2509455.999999999
799,0.7789,147.1,2509603.099999999
800,0.7788,123.4,2509726.499999999
801,0.7787,14.3,2509740.799999999
802,0.7786,22.0,2509762.799999999
803,0.7785,522.2,2510284.999999999
804,0.7784,56.2,2510341.1999999993
805,0.7783,338.2,2510679.3999999994
806,0.7782,364.9,2511044.2999999993
807,0.7781,126.9,2511171.1999999993
808,0.778,252.4,2511423.599999999
809,0.7779,1105.7,2512529.2999999993
810,0.7778,521.2,2513050.4999999995
811,0.7777,13579.4,2526629.8999999994
812,0.7776,150.9,2526780.7999999993
813,0.7775,169.2,2526949.9999999995
814,0.7774,165.8,2527115.7999999993
815,0.7773,193.2,2527308.9999999995
816,0.7772,541.7,2527850.6999999997
817,0.7771,158.2,2528008.9
818,0.777,1468.4,2529477.3
819,0.7769,39.7,2529517.0
820,0.7768,629.0,2530146.0
821,0.7767,114.4,2530260.4
822,0.7766,56.3,2530316.6999999997
823,0.7765,193.8,2530510.4999999995
824,0.7764,252.4,2530762.8999999994
825,0.7763,312.7,2531075.5999999996
826,0.7762,7.0,2531082.5999999996
827,0.7761,1068.5,2532151.0999999996
828,0.776,5303.2,2537454.3
829,0.7759,94.1,2537548.4
830,0.7758,31.2,2537579.6
831,0.7757,118.5,2537698.1
832,0.7756,105.1,2537803.2
833,0.7755,629.9,2538433.1
834,0.7754,32.3,2538465.4
835,0.7753,6.7,2538472.1
836,0.7752,27.6,2538499.7
837,0.7751,35.3,2538535.0
838,0.775,2747.5,2541282.5
839,0.7749,563.2,2541845.7
840,0.7747,66.0,2541911.7
841,0.7746,80.1,2541991.8000000003
842,0.7745,268.3,2542260.1
843,0.7744,70.4,2542330.5
844,0.7743,211.0,2542541.5
845,0.7742,378.4,2542919.9
846,0.7741,164.2,2543084.1
847,0.774,428.9,2543513.0
848,0.7739,572.5,2544085.5
849,0.7738,271.8,2544357.3
850,0.7737,794.3,2545151.5999999996
851,0.7736,99.7,2545251.3
852,0.7735,10.5,2545261.8
853,0.7734,36.0,2545297.8
854,0.7733,207.7,2545505.5
855,0.7732,351.6,2545857.1
856,0.7731,1142.2,2546999.3000000003
857,0.773,1055.5,2548054.8000000003
858,0.7729,98.4,2548153.2
859,0.7728,11.0,2548164.2
860,0.7727,392.4,2548556.6
861,0.7726,328.9,2548885.5
862,0.7725,774.6,2549660.1
863,0.7724,43.1,2549703.2
864,0.7723,868.0,2550571.2
865,0.7722,3588.4,2554159.6
866,0.7721,1350.1,2555509.7
867,0.772,3244.1,2558753.8000000003
868,0.7719,38.5,2558792.3000000003
869,0.7718,91.9,2558884.2
870,0.7717,88.5,2558972.7
871,0.7716,580.1,2559552.8000000003
872,0.7715,208.2,2559761.0000000005
873,0.7714,378.5,2560139.5000000005
874,0.7713,162.3,2560301.8000000003
875,0.7712,95.8,2560397.6
876,0.7711,7271.9,2567669.5
877,0.771,3780.6,2571450.1
878,0.7709,15.1,2571465.2
879,0.7708,9.2,2571474.4000000004
880,0.7707,94.3,2571568.7
881,0.7706,60.7,2571629.4000000004
882,0.7705,221.7,2571851.1000000006
883,0.7704,20.3,2571871.4000000004
884,0.7703,51.2,2571922.6000000006
885,0.7702,46.4,2571969.0000000005
886,0.7701,1118.0,2573087.0000000005
887,0.77,84987.9,2658074.9000000004
888,0.7699,568.2,2658643.1000000006
889,0.7698,2692.4,2661335.5000000005
890,0.7697,1659.9,2662995.4000000004
891,0.7696,1192.4,2664187.8000000003
892,0.7695,125.5,2664313.3000000003
893,0.7694,199.9,2664513.2
894,0.7693,77.7,2664590.9000000004
895,0.7692,49.1,2664640.0000000005
896,0.7691,142.0,2664782.0000000005
897,0.769,19425.1,2684207.1000000006
898,0.7689,272.0,2684479.1000000006
899,0.7688,1002.0,2685481.1000000006
900,0.7687,235.5,2685716.6000000006
901,0.7686,110.1,2685826.7000000007
902,0.7685,395.7,2686222.400000001
903,0.7684,89.8,2686312.2000000007
904,0.7683,134.7,2686446.900000001
905,0.7682,45.4,2686492.3000000007
906,0.7681,693.5,2687185.8000000007
907,0.768,830.7,2688016.500000001
908,0.7679,76.0,2688092.500000001
909,0.7678,742.7,2688835.200000001
910,0.7677,1976.8,2690812.000000001
911,0.7676,173.3,2690985.3000000007
912,0.7675,9.8,2690995.1000000006
913,0.7674,106.8,2691101.9000000004
914,0.7673,607.6,2691709.5000000005
915,0.7672,12.3,2691721.8000000003
916,0.7671,322.9,2692044.7
917,0.767,3861.3,2695906.0
918,0.7669,73.1,2695979.1
919,0.7668,178.5,2696157.6
920,0.7667,221.2,2696378.8000000003
921,0.7666,616.5,2696995.3000000003
922,0.7665,296.1,2697291.4000000004
923,0.7664,50.7,2697342.1000000006
924,0.7663,721.9,2698064.0000000005
925,0.7662,386.6,2698450.6000000006
926,0.7661,8.5,2698459.1000000006
927,0.766,1285.4,2699744.5000000005
928,0.7659,110.5,2699855.0000000005
929,0.7658,165.7,2700020.7000000007
930,0.7657,194.6,2700215.3000000007
931,0.7656,39.7,2700255.000000001
932,0.7655,925.7,2701180.700000001
933,0.7654,660.2,2701840.9000000013
934,0.7653,66.0,2701906.9000000013
935,0.7652,804.0,2702710.9000000013
936,0.7651,885.7,2703596.6000000015
937,0.765,9858.6,2713455.2000000016
938,0.7649,28.0,2713483.2000000016
939,0.7648,8.9,2713492.1000000015
940,0.7647,138.3,2713630.4000000013
941,0.7646,757.3,2714387.700000001
942,0.7645,24.5,2714412.200000001
943,0.7644,210.9,2714623.100000001
944,0.7643,15.7,2714638.800000001
945,0.7642,1688.4,2716327.200000001
946,0.7641,241.1,2716568.300000001
947,0.764,2099.5,2718667.800000001
948,0.7639,34.4,2718702.200000001
949,0.7638,204.2,2718906.4000000013
950,0.7637,681.7,2719588.1000000015
951,0.7636,2315.0,2721903.1000000015
952,0.7635,548.9,2722452.0000000014
953,0.7634,217.1,2722669.1000000015
954,0.7633,194.4,2722863.5000000014
955,0.7632,81.8,2722945.300000001
956,0.7631,1375.8,2724321.100000001
957,0.763,3746.5,2728067.600000001
958,0.7629,188.6,2728256.200000001
959,0.7628,589.4,2728845.600000001
960,0.7627,1730.1,2730575.700000001
961,0.7626,191.4,2730767.100000001
962,0.7625,931.9,2731699.000000001
963,0.7624,96.9,2731795.900000001
964,0.7623,68.6,2731864.500000001
965,0.7622,13177.8,2745042.3000000007
966,0.7621,262.9,2745305.2000000007
967,0.762,6165.2,2751470.400000001
968,0.7619,301.0,2751771.400000001
969,0.7618,152.0,2751923.400000001
970,0.7617,501.8,2752425.2000000007
971,0.7616,63.9,2752489.1000000006
972,0.7615,3126.1,2755615.2000000007
973,0.7614,131.3,2755746.5000000005
974,0.7613,559.2,2756305.7000000007
975,0.7612,717.4,2757023.1000000006
976,0.7611,492.2,2757515.3000000007
977,0.761,6388.8,2763904.1000000006
978,0.7609,43.6,2763947.7000000007
979,0.7608,6098.7,2770046.400000001
980,0.7607,56.6,2770103.000000001
981,0.7606,138.1,2770241.100000001
982,0.7605,209.0,2770450.100000001
983,0.7604,114.9,2770565.000000001
984,0.7603,41.8,2770606.8000000007
985,0.7602,70.7,2770677.500000001
986,0.7601,100111.6,2870789.100000001
987,0.76,186726.4,3057515.500000001
988,0.7599,1539.9,3059055.400000001
989,0.7598,157.2,3059212.600000001
990,0.7597,29.6,3059242.200000001
991,0.7596,152.3,3059394.500000001
992,0.7595,128.4,3059522.900000001
993,0.7594,58.0,3059580.900000001
994,0.7593,181.6,3059762.500000001
995,0.7592,621.6,3060384.100000001
996,0.7591,33.6,3060417.700000001
997,0.759,755.3,3061173.000000001
998,0.7589,1346.5,3062519.500000001
999,0.7588,439.6,3062959.100000001
