index,date,open,high,low,close,volume,complete
0,2023-07-22 22:00:00,0.761,0.761,0.761,0.761,7.8,True
1,2023-07-22 23:00:00,0.761,0.761,0.761,0.761,0.0,True
2,2023-07-23 00:00:00,0.761,0.761,0.761,0.761,0.0,True
3,2023-07-23 01:00:00,0.761,0.761,0.761,0.761,0.0,True
4,2023-07-23 02:00:00,0.761,0.761,0.761,0.761,0.0,True
5,2023-07-23 03:00:00,0.761,0.761,0.761,0.761,0.0,True
6,2023-07-23 04:00:00,0.798,0.848,0.798,0.848,131.4,True
7,2023-07-23 05:00:00,0.848,0.848,0.848,0.848,0.0,True
8,2023-07-23 06:00:00,0.848,0.848,0.848,0.848,0.0,True
9,2023-07-23 07:00:00,0.848,0.848,0.848,0.848,0.0,True
10,2023-07-23 08:00:00,0.848,0.848,0.848,0.848,0.0,True
11,2023-07-23 09:00:00,0.848,0.855,0.848,0.855,5425.7,True
12,2023-07-23 10:00:00,0.855,0.855,0.855,0.855,0.0,True
13,2023-07-23 11:00:00,0.855,0.855,0.855,0.855,3277.3,True
14,2023-07-23 12:00:00,0.855,0.855,0.855,0.855,0.0,True
15,2023-07-23 13:00:00,0.855,0.855,0.855,0.855,0.0,True
16,2023-07-23 14:00:00,0.855,0.855,0.855,0.855,0.0,True
17,2023-07-23 15:00:00,0.855,0.855,0.855,0.855,0.0,True
18,2023-07-23 16:00:00,0.855,0.855,0.855,0.855,0.0,True
19,2023-07-23 17:00:00,0.855,0.855,0.855,0.855,0.0,True
20,2023-07-23 18:00:00,0.855,0.855,0.855,0.855,0.0,True
21,2023-07-23 19:00:00,0.855,0.855,0.855,0.855,0.0,True
22,2023-07-23 20:00:00,0.855,0.855,0.855,0.855,0.0,True
23,2023-07-23 21:00:00,0.761,0.761,0.761,0.761,1249.6,True
24,2023-07-23 22:00:00,0.761,0.761,0.761,0.761,877.9,True
25,2023-07-23 23:00:00,0.761,0.761,0.761,0.761,0.0,True
26,2023-07-24 00:00:00,0.761,0.761,0.761,0.761,0.0,True
27,2023-07-24 01:00:00,0.761,0.761,0.761,0.761,0.0,True
28,2023-07-24 02:00:00,0.761,0.761,0.761,0.761,0.0,True
29,2023-07-24 03:00:00,0.761,0.761,0.761,0.761,0.0,True
30,2023-07-24 04:00:00,0.761,0.761,0.761,0.761,0.0,True
31,2023-07-24 05:00:00,0.761,0.761,0.761,0.761,0.0,True
32,2023-07-24 06:00:00,0.855,0.855,0.761,0.855,6617.8,True
33,2023-07-24 07:00:00,0.822,0.855,0.761,0.855,18417.8,True
34,2023-07-24 08:00:00,0.855,0.855,0.855,0.855,0.0,True
35,2023-07-24 09:00:00,0.822,0.855,0.761,0.761,12159.2,True
36,2023-07-24 10:00:00,0.761,0.761,0.761,0.761,0.0,True
37,2023-07-24 11:00:00,0.761,0.761,0.761,0.761,131.4,True
38,2023-07-24 12:00:00,0.761,0.761,0.761,0.761,0.0,True
39,2023-07-24 13:00:00,0.761,0.761,0.761,0.761,0.0,True
40,2023-07-24 14:00:00,0.761,0.761,0.761,0.761,0.0,True
41,2023-07-24 15:00:00,0.855,0.855,0.761,0.855,2149.5,True
42,2023-07-24 16:00:00,0.855,0.855,0.761,0.761,14.0,True
43,2023-07-24 17:00:00,0.855,0.855,0.761,0.761,15101.7,True
44,2023-07-24 18:00:00,0.855,0.855,0.761,0.761,519.8,True
45,2023-07-24 19:00:00,0.761,0.761,0.761,0.761,1262.4,True
46,2023-07-24 20:00:00,0.761,0.761,0.761,0.761,0.0,True
47,2023-07-24 21:00:00,0.761,0.761,0.761,0.761,0.0,True
48,2023-07-24 22:00:00,0.761,0.761,0.761,0.761,0.0,True
49,2023-07-24 23:00:00,0.761,0.761,0.761,0.761,0.0,True
50,2023-07-25 00:00:00,0.761,0.761,0.761,0.761,0.0,True
51,2023-07-25 01:00:00,0.761,0.855,0.761,0.855,26.2,True
52,2023-07-25 02:00:00,0.761,0.855,0.761,0.855,12.4,True
53,2023-07-25 03:00:00,0.855,0.855,0.855,0.855,0.0,True
54,2023-07-25 04:00:00,0.855,0.855,0.855,0.855,0.0,True
55,2023-07-25 05:00:00,0.855,0.855,0.855,0.855,0.0,True
56,2023-07-25 06:00:00,0.855,0.855,0.855,0.855,0.0,True
57,2023-07-25 07:00:00,0.855,0.855,0.855,0.855,0.0,True
58,2023-07-25 08:00:00,0.855,0.855,0.761,0.761,450.3,True
59,2023-07-25 09:00:00,0.855,0.855,0.761,0.761,4862.3,True
60,2023-07-25 10:00:00,0.761,0.761,0.761,0.761,78.8,True
61,2023-07-25 11:00:00,0.855,0.855,0.761,0.761,30504.2,True
62,2023-07-25 12:00:00,0.761,0.761,0.761,0.761,0.0,True
63,2023-07-25 13:00:00,0.761,0.761,0.761,0.761,0.0,True
64,2023-07-25 14:00:00,0.819,0.855,0.761,0.855,167.8,True
65,2023-07-25 15:00:00,0.761,0.855,0.761,0.855,5908.6,True
66,2023-07-25 16:00:00,0.761,0.761,0.761,0.761,16590.6,True
67,2023-07-25 17:00:00,0.855,0.855,0.761,0.761,15358.7,True
68,2023-07-25 18:00:00,0.761,0.761,0.761,0.761,0.0,True
69,2023-07-25 19:00:00,0.761,0.761,0.761,0.761,0.0,True
70,2023-07-25 20:00:00,0.761,0.761,0.761,0.761,0.0,True
71,2023-07-25 21:00:00,0.761,0.761,0.761,0.761,0.0,True
72,2023-07-25 22:00:00,0.761,0.761,0.761,0.761,0.0,True
73,2023-07-25 23:00:00,0.855,0.855,0.855,0.855,16425.7,True
74,2023-07-26 00:00:00,0.852,0.855,0.763,0.763,5913.3,True
75,2023-07-26 01:00:00,0.855,0.872,0.763,0.763,19656.4,True
76,2023-07-26 02:00:00,0.872,0.874,0.872,0.874,5687.7,True
77,2023-07-26 03:00:00,0.874,0.874,0.874,0.874,0.0,True
78,2023-07-26 04:00:00,0.763,0.763,0.763,0.763,26.2,True
79,2023-07-26 05:00:00,0.872,0.894,0.761,0.894,77462.1,True
80,2023-07-26 06:00:00,0.894,0.894,0.894,0.894,0.0,True
81,2023-07-26 07:00:00,0.86,0.86,0.86,0.86,55.9,True
82,2023-07-26 08:00:00,0.86,0.86,0.761,0.836,12455.7,True
83,2023-07-26 09:00:00,0.836,0.836,0.761,0.761,1138.8,True
84,2023-07-26 10:00:00,0.761,0.761,0.761,0.761,19.8,True
85,2023-07-26 11:00:00,0.761,0.761,0.761,0.761,0.0,True
86,2023-07-26 12:00:00,0.761,0.761,0.761,0.761,0.0,True
87,2023-07-26 13:00:00,0.761,0.761,0.761,0.761,0.0,True
88,2023-07-26 14:00:00,0.761,0.761,0.761,0.761,0.0,True
89,2023-07-26 15:00:00,0.761,0.761,0.761,0.761,7653.4,True
90,2023-07-26 16:00:00,0.833,0.833,0.761,0.761,21285.0,True
91,2023-07-26 17:00:00,0.761,0.761,0.761,0.761,0.0,True
92,2023-07-26 18:00:00,0.761,0.761,0.761,0.761,0.0,True
93,2023-07-26 19:00:00,0.761,0.761,0.761,0.761,0.0,True
94,2023-07-26 20:00:00,0.761,0.761,0.761,0.761,0.0,True
95,2023-07-26 21:00:00,0.761,0.761,0.761,0.761,0.0,True
