date,close,volume,complete,spread,mean_spread,std_spread,zscore,trading_signal
2023-08-22 16:00:00,0.5153,258953.2,True,0.4517404746176947,0.4517404746176947,,,0
2023-08-22 17:00:00,0.5,913942.6,True,0.4364404746176947,0.4440904746176947,0.010818733752154164,-0.7071067811865475,0
2023-08-22 18:00:00,0.5184,810163.8,True,0.45484047461769467,0.447673807951028,0.009851057472846914,0.7275022693168308,0
2023-08-22 19:00:00,0.499,169365.7,True,0.4354404746176947,0.4446154746176947,0.01010490804840234,-0.9079746155088094,0
2023-08-22 20:00:00,0.5213,120610.9,True,0.4577404746176947,0.44724047461769467,0.010537314648429162,0.9964588085604225,0
2023-08-22 21:00:00,0.5174,198051.3,True,0.45715400437696174,0.4488927295775725,0.010257079443713277,0.8054217425850909,0
2023-08-22 22:00:00,0.5201,281885.9,True,0.4598540043769618,0.45045862597748526,0.010239008074142526,0.9176063082910833,0
2023-08-22 23:00:00,0.5188,57148.7,True,0.4585540043769618,0.45147054827741984,0.009902142448956675,0.7153458088545588,0
2023-08-23 00:00:00,0.5188,240180.2,True,0.4585540043769618,0.4522575989551468,0.009558813256272669,0.6587015828228693,0
2023-08-23 01:00:00,0.4986,262099.0,True,0.4383540043769618,0.4508672394973282,0.010027441431289285,-1.2478990983004423,0
2023-08-23 02:00:00,0.4986,16072.4,True,0.4383540043769618,0.4497296726682041,0.010233731708917537,-1.111585550100913,0
2023-08-23 03:00:00,0.5236,786377.9,True,0.4633540043769617,0.4508650336439339,0.010520311639303802,1.1871293514128567,0
2023-08-23 04:00:00,0.5237,36888.6,True,0.4634540043769618,0.4518334160080129,0.010660432190058576,1.0900672844939379,0
2023-08-23 05:00:00,0.5244,219645.1,True,0.46666425419458835,0.4528927615927683,0.010982435459584682,1.2539561604981948,0
2023-08-23 06:00:00,0.5245,205624.0,True,0.46676425419458833,0.4538175277662229,0.011172577947751349,1.1587949073983541,0
2023-08-23 07:00:00,0.4963,318854.9,True,0.4385642541945884,0.4528641981679958,0.01144753810349791,-1.249171991752349,0
2023-08-23 08:00:00,0.518,74788.4,True,0.4602642541945884,0.45329949558132476,0.01122840019051966,0.6202805827266553,0
2023-08-23 09:00:00,0.5228,67224.0,True,0.4650642541945884,0.4539530932820617,0.01124055593000421,0.9884885571244667,0
2023-08-23 10:00:00,0.524,460011.6,True,0.4662642541945884,0.45460104911956306,0.011283073000194271,1.0336904737587458,0
2023-08-23 11:00:00,0.5234,321347.8,True,0.46566425419458835,0.45515420937331436,0.01125731115671826,0.9336194651599099,0
2023-08-23 12:00:00,0.4963,772880.4,True,0.42802120496055673,0.4538621615441354,0.012467872360824864,-2.0726035554208257,1
2023-08-23 13:00:00,0.52,77754.7,True,0.45172120496055673,0.45376484533579087,0.01217595634149969,-0.1678422883522284,0
2023-08-23 14:00:00,0.5254,2245443.0,True,0.4571212049605567,0.4539107740151286,0.011916580370978095,0.26940874357268346,0
2023-08-23 15:00:00,0.5264,1946782.0,True,0.4581212049605567,0.4540862086378547,0.011686291864769638,0.3452760182095219,0
2023-08-23 16:00:00,0.4947,724900.0,True,0.4264212049605567,0.45297960849076285,0.012707994424350371,-2.089897323161898,1
2023-08-23 17:00:00,0.537,1564576.4,True,0.46872120496055675,0.4535850545088318,0.012828253361172479,1.1799073518097036,0
2023-08-23 18:00:00,0.4986,847531.2,True,0.43403637469064404,0.45286102933038036,0.013129677560193688,-1.433748433914977,0
2023-08-23 19:00:00,0.5389,363788.5,True,0.4743363746906441,0.45362800595038977,0.013508322022403438,1.5330082230723905,0
2023-08-23 20:00:00,0.5342,535562.2,True,0.46963637469064407,0.45418001866557095,0.013593918901578829,1.1370051665732668,0
2023-08-23 21:00:00,0.5234,492703.7,True,0.45883637469064403,0.4543352305330734,0.013384510605860643,0.33629501220610414,0
2023-08-23 22:00:00,0.5317,343462.5,True,0.467136374690644,0.45474817066718864,0.01335888192196629,0.9273383877347684,0
2023-08-23 23:00:00,0.5334,277299.8,True,0.46883637469064404,0.4551884270429216,0.013375551670399922,1.0203652143877784,0
2023-08-24 00:00:00,0.53,228044.9,True,0.4654363746906441,0.4554989709110344,0.013285218349261099,0.7480045504982135,0
2023-08-24 01:00:00,0.5237,254553.3,True,0.4591363746906441,0.45560595337514054,0.013097242849613748,0.2695545433524346,0
2023-08-24 02:00:00,0.5314,52319.3,True,0.46683637469064404,0.4559268225555835,0.013042087172235222,0.8364882085963566,0
2023-08-24 03:00:00,0.5324,131963.7,True,0.46783637469064404,0.4562576434482241,0.013006770532377863,0.890208004638576,0
2023-08-24 04:00:00,0.5246,100208.5,True,0.460036374690644,0.4563597713196409,0.01283988543226368,0.28634238135526185,0
2023-08-24 05:00:00,0.5339,108261.1,True,0.4693363746906441,0.4567012608820356,0.012838936288065775,0.9841246599496918,0
2023-08-24 06:00:00,0.5302,269814.6,True,0.46563637469064406,0.4569303663643077,0.012749412494769644,0.6828556476549733,0
2023-08-24 07:00:00,0.5258,274857.0,True,0.4612363746906441,0.45703801657246607,0.01260330022465806,0.33311577470510834,0
