date,close,returns,SMA_S,SMA_M,SMA_L,position,strategy,trades,creturns,cstrategy
2023-11-09 02:00:00,36363.44,0.012725469706366909,35599.850666666665,35245.422,34942.19895,1,,0.0,1.0128067830467282,
2023-11-09 03:00:00,36438.37,0.0020584660314983847,35669.66933333334,35275.377199999995,34951.6893,1,0.0020584660314983847,0.0,1.014893758653373,1.0020605861271652
2023-11-09 04:00:00,36705.05,0.007292007447519878,35756.00666666667,35313.1916,34962.05125,1,0.007292007447519878,0.0,1.0223214198675734,1.0093943257293592
2023-11-09 05:00:00,36576.84,-0.003499094546096185,35840.439999999995,35346.3482,34972.55555,1,-0.003499094546096185,0.0,1.0187504717489568,1.005868531690071
2023-11-09 06:00:00,36769.98,0.005266498163404078,35943.39333333333,35383.8846,34983.6097,1,0.005266498163404078,0.0,1.0241298721048542,1.0111799103715162
2023-11-09 07:00:00,36533.04,-0.006464694774866461,36018.50133333333,35416.285,34993.07605,1,-0.006464694774866461,0.0,1.0175305393911425,1.0046640251857362
2023-11-09 08:00:00,36664.19,0.0035834727719731116,36108.532666666666,35450.2724,35003.8586,1,0.0035834727719731116,0.0,1.021183373380352,1.0082706696616162
2023-11-09 09:00:00,36837.32,0.004710932338334316,36191.716,35488.2646,35015.58485,1,0.004710932338334316,0.0,1.0260054484741514,1.01303177037156
2023-11-09 10:00:00,36750.01,-0.002372963959146404,36266.91733333333,35525.1442,35027.08475,1,-0.002372963959146404,0.0,1.023573660936234,1.010630732405955
2023-11-09 11:00:00,36805.71,0.0015144984141713504,36346.16933333334,35565.5496,35039.0213,1,0.0015144984141713504,0.0,1.0251250361035917,1.0121624906774496
2023-11-09 12:00:00,36881.32,0.002052193623109727,36432.931333333334,35610.3094,35051.23005,1,0.002052193623109727,0.0,1.0272309512993532,1.0142417769055951
2023-11-09 13:00:00,37165.98,0.007688636920136519,36525.085333333336,35661.072400000005,35065.318,1,0.007688636920136519,0.0,1.0351593975316702,1.0220699691778334
2023-11-09 14:00:00,37854.73,0.01836211232556701,36673.75266666667,35723.422,35082.5561,1,0.01836211232556701,0.0,1.0543426945966188,1.0410106964577608
2023-11-09 15:00:00,37084.02,-0.02056978998989932,36755.575333333334,35769.5022,35095.7198,1,-0.02056978998989932,0.0,1.0328766199963624,1.0198160570067076
2023-11-09 16:00:00,36337.07,-0.020347716751091722,36784.471333333335,35799.7942,35105.204300000005,1,-0.020347716751091722,0.0,1.012072316921715,0.9992748210840336
2023-11-09 17:00:00,36625.27,0.00790000701406417,36801.926666666666,35837.875,35115.92145,1,0.00790000701406417,0.0,1.0200993604267867,1.0072003638819647
2023-11-09 18:00:00,36368.55,-0.0070340491426589945,36797.272000000004,35871.7692,35125.89075,1,-0.0070340491426589945,0.0,1.0129491084884732,1.000140525758839
2023-11-09 19:00:00,36382.2,0.0003752538677654794,36775.74866666667,35902.413199999995,35135.6814,1,0.0003752538677654794,0.0,1.013329292887655,1.0005159027858748
2023-11-09 20:00:00,36552.23,0.004662552597697066,36774.108,35925.9176,35144.4895,1,0.004662552597697066,0.0,1.018065025736952,1.0051917530354662
2023-11-09 21:00:00,36530.23,-0.0006020596642351136,36758.12466666666,35947.442599999995,35154.162950000005,1,-0.0006020596642351136,0.0,1.017452274324351,1.0045867497684486
2023-11-09 22:00:00,36548.62,0.0005032920027664373,36759.16333333333,35966.0442,35165.98625,1,0.0005032920027664373,0.0,1.0179644788006112,1.0050924774993781
2023-11-09 23:00:00,36701.09,0.004163025906914563,36761.62333333333,35990.553,35178.032,1,0.004163025906914563,0.0,1.0222111246133048,1.0092854251412953
2023-11-10 00:00:00,36494.67,-0.005640232363812686,36738.780000000006,36014.8048,35188.2122,1,-0.005640232363812686,0.0,1.0164618452228922,1.0036088444877598
2023-11-10 01:00:00,36683.43,0.005158931938575563,36734.34133333333,36040.491,35199.07795,1,0.005158931938575563,0.0,1.0217192523430079,1.0087997725187712
