date,timestamp,close,returns,ma_fast,ma_slow,macd,signal,position,trades,strategy,cum_returns
2023-08-15 20:00:00+08:00,1692100800000,5.77,,,,,,0,0.0,,
2023-08-15 21:00:00+08:00,1692104400000,5.8,0.0051858370323654155,,,,,0,0.0,0.0,1.0
2023-08-15 22:00:00+08:00,1692108000000,5.82,0.0034423441909729197,,,,,0,0.0,0.0,1.0
2023-08-15 23:00:00+08:00,1692111600000,5.77,-0.008628181223338343,,,,,0,0.0,-0.0,1.0
2023-08-16 00:00:00+08:00,1692115200000,5.8,0.0051858370323654155,,,,,0,0.0,0.0,1.0
2023-08-16 01:00:00+08:00,1692118800000,5.8,0.0,,,,,0,0.0,0.0,1.0
2023-08-16 02:00:00+08:00,1692122400000,5.75,-0.008658062743114541,,,,,0,0.0,-0.0,1.0
2023-08-16 03:00:00+08:00,1692126000000,5.53,-0.0390120392750156,,,,,0,0.0,-0.0,1.0
2023-08-16 04:00:00+08:00,1692129600000,5.52,-0.0018099552452396416,,,,,0,0.0,-0.0,1.0
2023-08-16 05:00:00+08:00,1692133200000,5.57,0.00901719365018886,,,,,0,0.0,0.0,1.0
2023-08-16 06:00:00+08:00,1692136800000,5.57,0.0,,,,,0,0.0,0.0,1.0
2023-08-16 07:00:00+08:00,1692140400000,5.58,0.0017937224540269007,5.636919614641324,,,,0,0.0,0.0,1.0
2023-08-16 08:00:00+08:00,1692144000000,5.56,-0.003590668130728596,5.623563447403196,,,,0,0.0,-0.0,1.0
2023-08-16 09:00:00+08:00,1692147600000,5.54,-0.0036036075032985443,5.609335260341569,,,,0,0.0,-0.0,1.0
2023-08-16 10:00:00+08:00,1692151200000,5.55,0.0018034269991507267,5.5993955884501485,,,,0,0.0,0.0,1.0
2023-08-16 11:00:00+08:00,1692154800000,5.53,-0.003610112224099674,5.587927420305435,,,,0,0.0,-0.0,1.0
2023-08-16 12:00:00+08:00,1692158400000,5.52,-0.0018099552452396416,5.576828536001333,,,,0,0.0,-0.0,1.0
2023-08-16 13:00:00+08:00,1692162000000,5.48,-0.007272759329079585,5.561157021476086,,,,0,0.0,-0.0,1.0
2023-08-16 14:00:00+08:00,1692165600000,5.42,-0.011009285508369368,5.538492386997281,,,,0,0.0,-0.0,1.0
2023-08-16 15:00:00+08:00,1692169200000,5.41,-0.0018467225931646629,5.517998885234219,,,,0,0.0,-0.0,1.0
2023-08-16 16:00:00+08:00,1692172800000,5.39,-0.0037037079374844144,5.497698703780894,,,,0,0.0,-0.0,1.0
2023-08-16 17:00:00+08:00,1692176400000,5.39,0.0,5.480698817222838,,,,0,0.0,0.0,1.0
2023-08-16 18:00:00+08:00,1692180000000,5.42,0.0055504305306490415,5.471155885422751,,,,0,0.0,0.0,1.0
2023-08-16 19:00:00+08:00,1692183600000,5.42,0.0,5.463140297309799,,,,0,0.0,0.0,1.0
2023-08-16 20:00:00+08:00,1692187200000,5.4,-0.0036968618813260916,5.453274928431808,,,,0,0.0,-0.0,1.0
2023-08-16 21:00:00+08:00,1692190800000,5.34,-0.011173300598125302,5.435618622125443,5.490074791766255,-0.05445616964081257,,0,0.0,-0.0,1.0
2023-08-16 22:00:00+08:00,1692194400000,5.38,0.007462721201589594,5.4269667980761955,5.48075430088897,-0.053787502812774335,,0,0.0,0.0,1.0
2023-08-16 23:00:00+08:00,1692198000000,5.37,-0.0018604656529196783,5.41812038501647,5.471474638394446,-0.05335425337797606,,0,0.0,-0.0,1.0
2023-08-17 00:00:00+08:00,1692201600000,5.39,0.003717476400132352,5.413759850108246,5.464713862713462,-0.05095401260521637,,0,0.0,0.0,1.0
2023-08-17 01:00:00+08:00,1692205200000,5.42,0.0055504305306490415,5.414726309875883,5.461036253767473,-0.04630994389158971,,0,0.0,0.0,1.0
2023-08-17 02:00:00+08:00,1692208800000,5.42,0.0,5.415542244987174,5.457688482590682,-0.04214623760350822,,0,0.0,0.0,1.0
2023-08-17 03:00:00+08:00,1692212400000,5.39,-0.005550430530649092,5.411593841006864,5.452207544767861,-0.0406137037609966,,0,0.0,-0.0,1.0
2023-08-17 04:00:00+08:00,1692216000000,5.29,-0.018727139050697762,5.392811311444197,5.439163109535533,-0.046351798091336605,,0,0.0,-0.0,1.0
2023-08-17 05:00:00+08:00,1692219600000,5.22,-0.013320843975660678,5.366133876179297,5.421649519586486,-0.05551564340718951,-0.04856571452692635,0,0.0,-0.0,1.0
2023-08-17 06:00:00+08:00,1692223200000,5.21,-0.0019175461292717062,5.342043686634336,5.404834501324245,-0.06279081468990899,-0.05175296272936568,0,0.0,-0.0,1.0
2023-08-17 07:00:00+08:00,1692226800000,5.27,0.011450506787995285,5.330932883056619,5.394179495241065,-0.0632466121844466,-0.054267707556159124,0,0.0,0.0,1.0
2023-08-17 08:00:00+08:00,1692230400000,5.25,-0.003802285949738459,5.318455863358636,5.382842127192172,-0.0643862638335353,-0.056440749088674406,0,0.0,-0.0,1.0
2023-08-17 09:00:00+08:00,1692234000000,5.33,0.015123161574220828,5.320234998128629,5.378705814956454,-0.05847081682782562,-0.05687038195300496,0,0.0,0.0,1.0
2023-08-17 10:00:00+08:00,1692237600000,5.32,-0.0018779348242000977,5.320198790951387,5.374129743987855,-0.053930953036468665,-0.05625545123051137,1,1.0,-0.0005,0.9995
2023-08-17 11:00:00+08:00,1692241200000,5.34,0.003752349618550372,5.32324895285363,5.371479627466748,-0.048230674613117586,-0.054591967268343915,1,0.0,0.003752349618550372,1.003250473443741
2023-08-17 12:00:00+08:00,1692244800000,5.35,0.0018709079358116025,5.327368866851766,5.369817711020035,-0.042448844168268884,-0.05209300305906824,1,0.0,0.0018709079358116025,1.0051274627161138
2023-08-17 13:00:00+08:00,1692248400000,5.39,0.007448824012990695,5.3370130782397265,5.371374117582566,-0.03436103934283974,-0.0484649129904163,1,0.0,0.007448824012990695,1.0126144802965098
2023-08-17 14:00:00+08:00,1692252000000,5.36,-0.005581409838195041,5.340552214437678,5.370499636065976,-0.029947421628297555,-0.04469347452247711,1,0.0,-0.005581409838195041,1.0069626638738842
2023-08-17 15:00:00+08:00,1692255600000,5.37,0.0018639334380627327,5.3450855549697565,5.370461329933096,-0.025375774963339204,-0.04077344097343109,1,0.0,0.0018639334380627327,1.0088395752539596
2023-08-17 16:00:00+08:00,1692259200000,5.36,-0.001863933438062642,5.347381332788351,5.3696613550890016,-0.022280022300650515,-0.03703161694498649,1,0.0,-0.001863933438062642,1.0069591654360028
2023-08-17 17:00:00+08:00,1692262800000,5.35,-0.0018674141747955844,5.3477843900356135,5.368161450231473,-0.02037706019585972,-0.03366969736007148,1,0.0,-0.0018674141747955844,1.0050787556170273
2023-08-17 18:00:00+08:00,1692266400000,5.34,-0.00187090793581162,5.346586325339992,5.366017842564095,-0.019431517224103523,-0.030800893295124414,1,0.0,-0.00187090793581162,1.0031983457970277
2023-08-17 19:00:00+08:00,1692270000000,5.34,0.0,5.3455727107534265,5.364041443744447,-0.018468732991020254,-0.028319815536241157,1,0.0,0.0,1.0031983457970277
2023-08-17 20:00:00+08:00,1692273600000,5.35,0.0018709079358116025,5.3462540220051125,5.362976821829466,-0.016722799824353096,-0.025989407352364605,1,0.0,0.0018709079358116025,1.0050752375433725
2023-08-17 21:00:00+08:00,1692277200000,5.31,-0.007504725654067693,5.340675164897361,5.358967121058485,-0.018291956161124112,-0.024444079028772218,1,0.0,-0.007504725654067693,0.9975324236239126
2023-08-17 22:00:00+08:00,1692280800000,5.27,-0.007561472700576475,5.329799893123243,5.3522442416765115,-0.022444348553268156,-0.02404292050643287,1,0.0,-0.007561472700576475,0.9899896094347405
2023-08-17 23:00:00+08:00,1692284400000,5.19,-0.015296665375473535,5.308288586209168,5.340002374278024,-0.031713788068855386,-0.025580812413385553,0,1.0,-0.015796665375473536,0.9743510748493042
2023-08-18 00:00:00+08:00,1692288000000,5.23,0.007677580899034332,5.296242467802739,5.331713761519182,-0.03547129371644253,-0.027562742283905962,0,0.0,0.0,0.9743510748493042
2023-08-18 01:00:00+08:00,1692291600000,5.28,0.009514819641338488,5.293743324568813,5.327822123785016,-0.03407879921620349,-0.0288679734177168,0,0.0,0.0,0.9743510748493042
2023-08-18 02:00:00+08:00,1692295200000,5.28,0.0,5.291628750702775,5.324227584351332,-0.032598833648557424,-0.029615070325059754,0,0.0,0.0,0.9743510748493042
2023-08-18 03:00:00+08:00,1692298800000,5.29,0.0018921481520379623,5.291378151987475,5.321657678501767,-0.030279526514291888,-0.029748093302482095,0,0.0,0.0,0.9743510748493042
2023-08-18 04:00:00+08:00,1692302400000,5.25,-0.0075901692666755964,5.2850118163268975,5.316282835332627,-0.031271019005729705,-0.03005291995168463,0,0.0,-0.0,0.9743510748493042
2023-08-18 05:00:00+08:00,1692306000000,4.77,-0.09588177170328263,5.205774320210796,5.275345879287422,-0.0695715590766266,-0.037961660536547745,0,0.0,-0.0,0.9743510748493042
2023-08-18 06:00:00+08:00,1692309600000,4.84,0.014568415828290633,5.149498397794292,5.242750375255345,-0.09325197746105296,-0.04902533387030569,0,0.0,0.0,0.9743510748493042
2023-08-18 07:00:00+08:00,1692313200000,4.84,0.0,5.101881147524398,5.212619445454956,-0.110738297930558,-0.061372935464619326,0,0.0,0.0,0.9743510748493042
2023-08-18 08:00:00+08:00,1692316800000,4.88,0.008230499136515444,5.067744305120419,5.187753586908125,-0.12000928178770565,-0.07310401168112322,0,0.0,0.0,0.9743510748493042
2023-08-18 09:00:00+08:00,1692320400000,4.88,0.0,5.038859648540599,5.164762359266235,-0.12590271072563564,-0.08366649366712743,0,0.0,0.0,0.9743510748493042
2023-08-18 10:00:00+08:00,1692324000000,4.79,-0.018614808442231935,5.0005725198945,5.136782831400878,-0.1362103115063782,-0.0941774402731793,0,0.0,-0.0,0.9743510748493042
2023-08-18 11:00:00+08:00,1692327600000,4.82,0.00624351663968502,4.972791500526273,5.113145854540323,-0.1403543540140504,-0.10341435776751953,0,0.0,0.0,0.9743510748493042
2023-08-18 12:00:00+08:00,1692331200000,4.81,-0.002076843944839228,4.9477461724176095,5.090538655373823,-0.14279248295621372,-0.11129102979455556,0,0.0,-0.0,0.9743510748493042
