,timestamp,MATICUSDT,XTZUSDT,calculated_spread,rolling_mean_spread,rolling_std_spread,z_score,trading_signal,symbol_one_position,symbol_two_position,portfolio_value,returns
0,1693569600000,0.5492,0.68304936,0.3323381947877043,,,,0,0.0,0.0,10000.0,
1,1693573200000,0.54719745,0.681,0.33156763421213237,,,,0,0.0,0.0,10000.0,0.0
2,1693576800000,0.5391,0.67635319,0.33209173849608775,,,,0,0.0,0.0,10000.0,0.0
3,1693580400000,0.5401,0.678,0.33309996298040623,,,,0,0.0,0.0,10000.0,0.0
4,1693584000000,0.53840314,0.677,0.3331835531985456,,,,0,0.0,0.0,10000.0,0.0
5,1693587600000,0.53486635,0.66790627,0.3263483660645528,,,,0,0.0,0.0,10000.0,0.0
6,1693591200000,0.5372,0.67,0.32695186097588264,,,,0,0.0,0.0,10000.0,0.0
7,1693594800000,0.53838793,0.67381651,0.3300097760842391,,,,0,0.0,0.0,10000.0,0.0
8,1693598400000,0.54034444,0.67942496,0.33436882713695293,,,,0,0.0,0.0,10000.0,0.0
9,1693602000000,0.5399816,0.681,0.33617557150546296,,,,0,0.0,0.0,10000.0,0.0
10,1693605600000,0.5394,0.68024565,0.3357926228413833,,,,0,0.0,0.0,10000.0,0.0
11,1693609200000,0.54003315,0.6813766,0.33651925242212954,,,,0,0.0,0.0,10000.0,0.0
12,1693612800000,0.5411,0.68011338,0.33457475746472465,,,,0,0.0,0.0,10000.0,0.0
13,1693616400000,0.54184625,0.67912741,0.33311224302364734,,,,0,0.0,0.0,10000.0,0.0
14,1693620000000,0.54198324,0.68094905,0.33484640319385406,,,,0,0.0,0.0,10000.0,0.0
15,1693623600000,0.54409186,0.68530539,0.3378562090037778,,,,0,0.0,0.0,10000.0,0.0
16,1693627200000,0.5439,0.68450747,0.33718080802081635,,,,0,0.0,0.0,10000.0,0.0
17,1693630800000,0.54217793,0.68410452,0.33787754697980604,,,,0,0.0,0.0,10000.0,0.0
18,1693634400000,0.54024921,0.683,0.33800467963561137,,,,0,0.0,0.0,10000.0,0.0
19,1693638000000,0.5409,0.68257132,0.33716041456786094,,,,0,0.0,0.0,10000.0,0.0
20,1693641600000,0.5391,0.67850081,0.33423935849608766,,,,0,0.0,0.0,10000.0,0.0
21,1693645200000,0.5424655,0.685,0.33858938894306156,,,,0,0.0,0.0,10000.0,0.0
22,1693648800000,0.5418,0.68545536,0.3394697276037476,,,,0,0.0,0.0,10000.0,0.0
23,1693652400000,0.54249127,0.685,0.3385729325943225,,,,0,0.0,0.0,10000.0,0.0
24,1693656000000,0.5431,0.68586469,0.33904889643336167,,,,0,0.0,0.0,10000.0,0.0
25,1693659600000,0.54375729,0.68969542,0.3424598905597593,,,,0,0.0,0.0,10000.0,0.0
26,1693663200000,0.54458478,0.68822266,0.34045870743138795,,,,0,0.0,0.0,10000.0,0.0
27,1693666800000,0.54267274,0.6873326,0.3407896484807917,,,,0,0.0,0.0,10000.0,0.0
28,1693670400000,0.5401,0.688,0.3430999629804061,,,,0,0.0,0.0,10000.0,0.0
29,1693674000000,0.5380042,0.68673813,0.34317644050417145,,,,0,0.0,0.0,10000.0,0.0
30,1693677600000,0.53702795,0.68623187,0.3432935996138556,,,,0,0.0,0.0,10000.0,0.0
31,1693681200000,0.53819898,0.689,0.34531392681742706,,,,0,0.0,0.0,10000.0,0.0
32,1693684800000,0.53900455,0.688,0.3437995014835595,,,,0,0.0,0.0,10000.0,0.0
33,1693688400000,0.53857735,0.688,0.34407230521585863,,,,0,0.0,0.0,10000.0,0.0
34,1693692000000,0.54044641,0.68957816,0.34445691057191896,,,,0,0.0,0.0,10000.0,0.0
35,1693695600000,0.5406142,0.68882541,0.3435970123082427,,,,0,0.0,0.0,10000.0,0.0
36,1693699200000,0.5412,0.68972387,0.3441213889131565,,,,0,0.0,0.0,10000.0,0.0
37,1693702800000,0.53943214,0.687,0.3425264487029093,,,,0,0.0,0.0,10000.0,0.0
38,1693706400000,0.5409,0.688,0.3425890945678609,,,,0,0.0,0.0,10000.0,0.0
39,1693710000000,0.5428,0.69185971,0.3452354920880661,,,,0,0.0,0.0,10000.0,0.0
40,1693713600000,0.54187104,0.69213114,0.34610014248871357,,,,0,0.0,0.0,10000.0,0.0
41,1693717200000,0.54370779,0.69588947,0.34868555054278555,,,,0,0.0,0.0,10000.0,0.0
42,1693720800000,0.54343639,0.69539044,0.34835983265174153,,,,0,0.0,0.0,10000.0,0.0
43,1693724400000,0.5426,0.695,0.3485034991912023,,,,0,0.0,0.0,10000.0,0.0
44,1693728000000,0.54161351,0.692,0.346133457416567,,,,0,0.0,0.0,10000.0,0.0
45,1693731600000,0.54154685,0.691,0.3451760255270423,,,,0,0.0,0.0,10000.0,0.0
46,1693735200000,0.54381055,0.69267324,0.34540369949519406,,,,0,0.0,0.0,10000.0,0.0
47,1693738800000,0.5445,0.69202498,0.3443151667114075,,,,0,0.0,0.0,10000.0,0.0
48,1693742400000,0.5421,0.689,0.3428227919490431,,,,0,0.0,0.0,10000.0,0.0
49,1693746000000,0.54190691,0.6882144,0.34216049642626606,,,,0,0.0,0.0,10000.0,0.0
50,1693749600000,0.5438,0.68754781,0.34028500657238453,,,,0,0.0,0.0,10000.0,0.0
51,1693753200000,0.5409,0.684,0.338589094567861,,,,0,0.0,0.0,10000.0,0.0
52,1693756800000,0.53873341,0.683,0.3389726475602815,,,,0,0.0,0.0,10000.0,0.0
53,1693760400000,0.54030356,0.68443535,0.33940532251283406,,,,0,0.0,0.0,10000.0,0.0
54,1693764000000,0.5417,0.68548589,0.3395641161553158,,,,0,0.0,0.0,10000.0,0.0
55,1693767600000,0.5428,0.68793106,0.3413068420880661,,,,0,0.0,0.0,10000.0,0.0
56,1693771200000,0.5432,0.68662042,0.33974076788179347,,,,0,0.0,0.0,10000.0,0.0
57,1693774800000,0.539,0.68412982,0.33993222704765585,,,,0,0.0,0.0,10000.0,0.0
58,1693778400000,0.53952348,0.686,0.34146812030190693,,,,0,0.0,0.0,10000.0,0.0
59,1693782000000,0.54181026,0.68648531,0.3404931257163567,,,,0,0.0,0.0,10000.0,0.0
60,1693785600000,0.5437,0.69080918,0.3436102351239527,,,,0,0.0,0.0,10000.0,0.0
61,1693789200000,0.54345669,0.69117466,0.34413108936577325,,,,0,0.0,0.0,10000.0,0.0
62,1693792800000,0.54727882,0.69786872,0.3483843925087213,,,,0,0.0,0.0,10000.0,0.0
63,1693796400000,0.54698231,0.69447045,0.345175469499976,,,,0,0.0,0.0,10000.0,0.0
64,1693800000000,0.5464,0.696,0.3470768742316125,,,,0,0.0,0.0,10000.0,0.0
65,1693803600000,0.5435,0.69315216,0.346080932227089,,,,0,0.0,0.0,10000.0,0.0
66,1693807200000,0.54526784,0.6959639,0.34776375520904657,,,,0,0.0,0.0,10000.0,0.0
67,1693810800000,0.5469,0.69653329,0.34729087147377175,,,,0,0.0,0.0,10000.0,0.0
68,1693814400000,0.5466,0.69864552,0.3495946771284763,,,,0,0.0,0.0,10000.0,0.0
69,1693818000000,0.54454981,0.69863376,0.35089213876687136,,,,0,0.0,0.0,10000.0,0.0
70,1693821600000,0.5448,0.69655646,0.34865507105670307,,,,0,0.0,0.0,10000.0,0.0
71,1693825200000,0.54040588,0.69454471,0.34944934244286946,,,,0,0.0,0.0,10000.0,0.0
72,1693828800000,0.53980036,0.69173518,0.347026488744325,,,,0,0.0,0.0,10000.0,0.0
73,1693832400000,0.549,0.69635829,0.3457748418908406,,,,0,0.0,0.0,10000.0,0.0
74,1693836000000,0.54773356,0.69337468,0.3435999621313203,,,,0,0.0,0.0,10000.0,0.0
75,1693839600000,0.5466,0.693,0.34394915712847624,,,,0,0.0,0.0,10000.0,0.0
76,1693843200000,0.5488,0.694,0.3435442689939769,,,,0,0.0,0.0,10000.0,0.0
77,1693846800000,0.54898078,0.694,0.343428825504452,,,,0,0.0,0.0,10000.0,0.0
78,1693850400000,0.5502,0.695,0.3436502492720227,,,,0,0.0,0.0,10000.0,0.0
79,1693854000000,0.5504396,0.696,0.3444972441824654,,,,0,0.0,0.0,10000.0,0.0
80,1693857600000,0.5507,0.69587874,0.34420969651418204,,,,0,0.0,0.0,10000.0,0.0
81,1693861200000,0.54674889,0.689,0.33985407813104634,,,,0,0.0,0.0,10000.0,0.0
82,1693864800000,0.5532,0.69261285,0.3393473427249781,,,,0,0.0,0.0,10000.0,0.0
83,1693868400000,0.554,0.69681733,0.3430409543124329,,,,0,0.0,0.0,10000.0,0.0
84,1693872000000,0.55454652,0.6927093,0.3385839245564026,,,,0,0.0,0.0,10000.0,0.0
85,1693875600000,0.55341683,0.69173168,0.33832770822761293,,,,0,0.0,0.0,10000.0,0.0
86,1693879200000,0.55212294,0.68810234,0.3355246276404982,,,,0,0.0,0.0,10000.0,0.0
87,1693882800000,0.5519,0.6883347,0.33589935389536413,,,,0,0.0,0.0,10000.0,0.0
88,1693886400000,0.55543899,0.68958753,0.3348922361412223,,,,0,0.0,0.0,10000.0,0.0
89,1693890000000,0.5555,0.692,0.3372657460389106,,,,0,0.0,0.0,10000.0,0.0
90,1693893600000,0.55428173,0.68994142,0.3359851356151,,,,0,0.0,0.0,10000.0,0.0
91,1693897200000,0.5555,0.69166695,0.33693269603891063,,,,0,0.0,0.0,10000.0,0.0
92,1693900800000,0.55780682,0.69400136,0.3377940041996262,,,,0,0.0,0.0,10000.0,0.0
93,1693904400000,0.55927293,0.69683572,0.3396921275892304,,,,0,0.0,0.0,10000.0,0.0
94,1693908000000,0.56312696,0.69856351,0.33895878985422834,,,,0,0.0,0.0,10000.0,0.0
95,1693911600000,0.56128126,0.698,0.3395739171405216,,,,0,0.0,0.0,10000.0,0.0
96,1693915200000,0.56065224,0.69747846,0.33945406020159563,,,,0,0.0,0.0,10000.0,0.0
97,1693918800000,0.55714752,0.69565306,0.33986672363011505,,,,0,0.0,0.0,10000.0,0.0
98,1693922400000,0.56022666,0.69274126,0.3349886294253594,,,,0,0.0,0.0,10000.0,0.0
99,1693926000000,0.561,0.69699678,0.3387503057026622,,,,0,0.0,0.0,10000.0,0.0
100,1693929600000,0.55875269,0.696,0.3391886253179084,,,,0,0.0,0.0,10000.0,0.0
101,1693933200000,0.56122543,0.69912492,0.34073448936986217,,,,0,0.0,0.0,10000.0,0.0
