,ATOMUSDT,AXSUSDT,date,rolling_hedge_ratio,calculated_spread,rolling_mean_spread,rolling_std_spread,z_score,trading_signal,symbol_one_position,symbol_two_position,portfolio_value,returns
105,8.508,5.81,2023-08-06 20:00:00,,,,,,0,0.0,0.0,10000.0,0.0
106,8.48,5.82,2023-08-06 21:00:00,,,,,,0,0.0,0.0,10000.0,0.0
107,8.494,5.82,2023-08-06 22:00:00,,,,,,0,0.0,0.0,10000.0,0.0
108,8.486,5.81,2023-08-06 23:00:00,,,,,,0,0.0,0.0,10000.0,0.0
109,8.479,5.8,2023-08-07 00:00:00,,,,,,0,0.0,0.0,10000.0,0.0
110,8.565,5.88,2023-08-07 01:00:00,,,,,,0,0.0,0.0,10000.0,0.0
111,8.58,5.9,2023-08-07 02:00:00,,,,,,0,0.0,0.0,10000.0,0.0
112,8.554,5.9,2023-08-07 03:00:00,,,,,,0,0.0,0.0,10000.0,0.0
113,8.558,5.9,2023-08-07 04:00:00,,,,,,0,0.0,0.0,10000.0,0.0
114,8.552,5.9,2023-08-07 05:00:00,,,,,,0,0.0,0.0,10000.0,0.0
115,8.483,5.82,2023-08-07 06:00:00,,,,,,0,0.0,0.0,10000.0,0.0
116,8.505,5.85,2023-08-07 07:00:00,,,,,,0,0.0,0.0,10000.0,0.0
117,8.468,5.85,2023-08-07 08:00:00,,,,,,0,0.0,0.0,10000.0,0.0
118,8.502,5.85,2023-08-07 09:00:00,,,,,,0,0.0,0.0,10000.0,0.0
119,8.527,5.87,2023-08-07 10:00:00,,,,,,0,0.0,0.0,10000.0,0.0
120,8.509,5.85,2023-08-07 11:00:00,,,,,,0,0.0,0.0,10000.0,0.0
121,8.492,5.82,2023-08-07 12:00:00,,,,,,0,0.0,0.0,10000.0,0.0
122,8.461,5.8,2023-08-07 13:00:00,,,,,,0,0.0,0.0,10000.0,0.0
123,8.455,5.77,2023-08-07 14:00:00,,,,,,0,0.0,0.0,10000.0,0.0
124,8.415,5.7,2023-08-07 15:00:00,,,,,,0,0.0,0.0,10000.0,0.0
125,8.363,5.63,2023-08-07 16:00:00,,,,,,0,0.0,0.0,10000.0,0.0
126,8.391,5.74,2023-08-07 17:00:00,,,,,,0,0.0,0.0,10000.0,0.0
127,8.409,5.75,2023-08-07 18:00:00,,,,,,0,0.0,0.0,10000.0,0.0
128,8.426,5.77,2023-08-07 19:00:00,,,,,,0,0.0,0.0,10000.0,0.0
129,8.446,5.78,2023-08-07 20:00:00,,,,,,0,0.0,0.0,10000.0,0.0
130,8.45,5.77,2023-08-07 21:00:00,,,,,,0,0.0,0.0,10000.0,0.0
131,8.496,5.79,2023-08-07 22:00:00,,,,,,0,0.0,0.0,10000.0,0.0
132,8.499,5.8,2023-08-07 23:00:00,,,,,,0,0.0,0.0,10000.0,0.0
133,8.526,5.82,2023-08-08 00:00:00,,,,,,0,0.0,0.0,10000.0,0.0
134,8.472,5.79,2023-08-08 01:00:00,,,,,,0,0.0,0.0,10000.0,0.0
135,8.494,5.78,2023-08-08 02:00:00,,,,,,0,0.0,0.0,10000.0,0.0
136,8.5,5.81,2023-08-08 03:00:00,,,,,,0,0.0,0.0,10000.0,0.0
137,8.556,5.84,2023-08-08 04:00:00,,,,,,0,0.0,0.0,10000.0,0.0
138,8.558,5.84,2023-08-08 05:00:00,,,,,,0,0.0,0.0,10000.0,0.0
139,8.555,5.84,2023-08-08 06:00:00,,,,,,0,0.0,0.0,10000.0,0.0
140,8.534,5.87,2023-08-08 07:00:00,,,,,,0,0.0,0.0,10000.0,0.0
141,8.519,5.85,2023-08-08 08:00:00,,,,,,0,0.0,0.0,10000.0,0.0
142,8.524,5.85,2023-08-08 09:00:00,,,,,,0,0.0,0.0,10000.0,0.0
143,8.578,5.9,2023-08-08 10:00:00,,,,,,0,0.0,0.0,10000.0,0.0
144,8.598,5.88,2023-08-08 11:00:00,,,,,,0,0.0,0.0,10000.0,0.0
145,8.62,5.92,2023-08-08 12:00:00,,,,,,0,0.0,0.0,10000.0,0.0
146,8.452,5.86,2023-08-08 13:00:00,,,,,,0,0.0,0.0,10000.0,0.0
147,8.497,5.88,2023-08-08 14:00:00,,,,,,0,0.0,0.0,10000.0,0.0
148,8.539,5.9,2023-08-08 15:00:00,,,,,,0,0.0,0.0,10000.0,0.0
149,8.56,5.95,2023-08-08 16:00:00,,,,,,0,0.0,0.0,10000.0,0.0
150,8.556,6.0,2023-08-08 17:00:00,,,,,,0,0.0,0.0,10000.0,0.0
151,8.552,5.98,2023-08-08 18:00:00,,,,,,0,0.0,0.0,10000.0,0.0
152,8.576,5.99,2023-08-08 19:00:00,,,,,,0,0.0,0.0,10000.0,0.0
153,8.584,5.99,2023-08-08 20:00:00,,,,,,0,0.0,0.0,10000.0,0.0
154,8.581,5.98,2023-08-08 21:00:00,,,,,,0,0.0,0.0,10000.0,0.0
155,8.538,5.95,2023-08-08 22:00:00,,,,,,0,0.0,0.0,10000.0,0.0
156,8.521,5.95,2023-08-08 23:00:00,,,,,,0,0.0,0.0,10000.0,0.0
157,8.532,5.94,2023-08-09 00:00:00,,,,,,0,0.0,0.0,10000.0,0.0
158,8.536,5.94,2023-08-09 01:00:00,,,,,,0,0.0,0.0,10000.0,0.0
159,8.483,5.9,2023-08-09 02:00:00,,,,,,0,0.0,0.0,10000.0,0.0
160,8.483,5.9,2023-08-09 03:00:00,,,,,,0,0.0,0.0,10000.0,0.0
