,ATOMUSDT,AXSUSDT,date,rolling_hedge_ratio,calculated_spread,rolling_mean_spread,rolling_std_spread,z_score,trading_signal,symbol_one_position,symbol_two_position,portfolio_value,returns
1081,7.142,4.75,2023-09-16 12:00:00,0.8008467237577659,-0.9696473010779645,-0.7521597394919721,0.09931837256691053,-2.189801906384154,1,-868.1713674836036,1092.5429749433747,10205.230837841784,0.0012768830650235065
1082,7.124,4.78,2023-09-16 13:00:00,0.8005664466974809,-0.923235366272853,-0.759174661039126,0.10377370525528289,-1.5809467805947401,1,-868.1713674836036,1092.5429749433747,10253.634211704792,0.004731783904677998
1083,7.075,4.71,2023-09-16 14:00:00,0.800110918889993,-0.9507847511467,-0.7663096738162898,0.10938449786494073,-1.6864828282905808,1,-868.1713674836036,1092.5429749433747,10219.696600465451,-0.003315302491359803
1084,7.063,4.72,2023-09-16 15:00:00,0.799980771245225,-0.9302641873050241,-0.7741858074222204,0.11246035394839833,-1.3878524689191287,1,-868.1713674836036,1092.5429749433747,10241.04008662469,0.002086287920838893
1085,7.072,4.72,2023-09-16 16:00:00,0.7996592600466255,-0.9351902870497355,-0.7832689022265625,0.11413698874592881,-1.3310442696307063,1,-868.1713674836036,1092.5429749433747,10233.226544317335,-0.0007632549509604325
1086,7.083,4.72,2023-09-16 17:00:00,0.7992846074846006,-0.9413328748134262,-0.7934476430604511,0.11416406148561159,-1.295374654935638,1,-868.1713674836036,1092.5429749433747,10223.676659275015,-0.0009336589845501549
1087,7.065,4.73,2023-09-16 18:00:00,0.799034251371425,-0.9151769859391177,-0.8011008922267476,0.11437911664654948,-0.9973507145092243,1,-868.1713674836036,1092.5429749433747,10250.229173639156,0.0025937922609791946
1088,7.084,4.7,2023-09-16 19:00:00,0.7984867270735306,-0.9564799745888903,-0.8110168102750204,0.11452989545866005,-1.2700890342327726,1,-868.1713674836036,1092.5429749433747,10200.957628408665,-0.00481846271689579
1089,7.116,4.71,2023-09-16 20:00:00,0.7976989135171214,-0.9664254685878353,-0.8220718149879783,0.11292661769013111,-1.2782960877829632,1,-868.1713674836036,1092.5429749433747,10184.101574398625,-0.001653765896290634
1090,7.146,4.75,2023-09-16 21:00:00,0.7969543370650832,-0.9450356926670844,-0.8315030468822279,0.11090233255459234,-1.0237173842035237,1,-868.1713674836036,1092.5429749433747,10201.75815237185,0.001732238191077117
1091,7.15,4.74,2023-09-16 22:00:00,0.7959587879306532,-0.9511053337041702,-0.8406278372537567,0.10902827345363401,-1.013292175973013,1,-868.1713674836036,1092.5429749433747,10187.360037152483,-0.001412333527996898
1092,7.144,4.75,2023-09-16 23:00:00,0.79502043159468,-0.929625963312394,-0.8499280824565603,0.10404741791660067,-0.7659765369642874,1,-868.1713674836036,1092.5429749433747,10203.494495106817,0.0015825193883883353
1093,7.119,4.64,2023-09-17 00:00:00,0.7932743586698862,-1.00732015937092,-0.8606193884215017,0.10315889309512105,-1.4220855473327743,1,-868.1713674836036,1092.5429749433747,10105.019052050136,-0.009698022914539658
1094,7.015,4.62,2023-09-17 01:00:00,0.7923878077448097,-0.9386004713298393,-0.8688269604594956,0.0990235671708968,-0.7046152028630436,1,-868.1713674836036,1092.5429749433747,10173.458014769563,0.006749937122305704
1095,7.021,4.63,2023-09-17 02:00:00,0.7915270064080033,-0.9273111119905915,-0.8764366559236304,0.0941776002464324,-0.5401969888151643,1,-868.1713674836036,1092.5429749433747,10179.174416314096,0.000561735855467875
1096,7.04,4.66,2023-09-17 03:00:00,0.7906738638599093,-0.9063440015737614,-0.8834453038073635,0.08790808866866788,-0.2604845368974492,1,-868.1713674836036,1092.5429749433747,10195.455449580208,0.0015981676073244457
1097,7.046,4.64,2023-09-17 04:00:00,0.7896543168356372,-0.9239043164239007,-0.8903909492717077,0.0822324114815522,-0.4075445015948644,1,-868.1713674836036,1092.5429749433747,10168.39556187644,-0.002657641093098539
1098,7.023,4.61,2023-09-17 05:00:00,0.7887168760073879,-0.9291586201998845,-0.8979241218115409,0.07447500121410279,-0.4193957419154621,1,-868.1713674836036,1092.5429749433747,10155.587214080262,-0.001260417274806667
1099,7.046,4.6,2023-09-17 06:00:00,0.7873625737129472,-0.9477566943814262,-0.9030176096093674,0.07238569579073922,-0.618065272196811,1,-868.1713674836036,1092.5429749433747,10124.693842878703,-0.003046643684168657
1100,7.03,4.56,2023-09-17 07:00:00,0.7857638463489288,-0.96391983983297,-0.9069456643986284,0.07238667149819676,-0.7870810227233735,1,-868.1713674836036,1092.5429749433747,10094.882865760706,-0.002948726291165206
1101,7.069,4.59,2023-09-17 08:00:00,0.784038249526668,-0.9523663859040159,-0.9121437536938347,0.06972666116091847,-0.5768615840840781,1,-868.1713674836036,1092.5429749433747,10093.800471677147,-0.00010722780346842502
1102,7.086,4.61,2023-09-17 09:00:00,0.7825810296567673,-0.9353691761478533,-0.9155701212842641,0.06819064196208889,-0.2903485624111982,1,-868.1713674836036,1092.5429749433747,10100.892417928793,0.0007023574542040853
1103,7.15,4.61,2023-09-17 10:00:00,0.7803255624457361,-0.9693277714870137,-0.9216140530240818,0.06442620126391882,-0.7405949369492526,1,-868.1713674836036,1092.5429749433747,10045.329450409845,-0.005515982973107037
1104,7.12,4.61,2023-09-17 11:00:00,0.7783204212616072,-0.9316413993826425,-0.927158772230667,0.05726990506609663,-0.07827195010716251,0,0.0,0.0,10071.374591434353,0.00258940585128675
1105,7.132,4.62,2023-09-17 12:00:00,0.7763785346707008,-0.9171317092714384,-0.932586865084591,0.0471417709371963,0.32784419222906214,0,0.0,0.0,10071.374591434353,0.0
1106,7.113,4.58,2023-09-17 13:00:00,0.77433972426759,-0.9278784587153677,-0.9389295429542229,0.029503198525685392,0.3745724121821645,0,0.0,0.0,10071.374591434353,0.0
1107,7.107,4.58,2023-09-17 14:00:00,0.7724500078252304,-0.9098022056139126,-0.9412246595993747,0.023731874087031066,1.3240612127903475,0,0.0,0.0,10071.374591434353,0.0
1108,7.099,4.59,2023-09-17 15:00:00,0.7706170156939218,-0.8806101944111511,-0.9405077852378505,0.02523140880205693,2.37392970391001,-1,845.4436417850471,-1097.0996286965526,10071.374591434353,0.0
1109,7.045,4.55,2023-09-17 16:00:00,0.769083415320098,-0.8681926609300907,-0.9379077820290824,0.0284401692068451,2.451290658362622,-1,845.4436417850471,-1097.0996286965526,10069.604619925823,-0.00017575823841647274
1110,6.975,4.49,2023-09-17 17:00:00,0.7679533909565281,-0.8664749019217837,-0.9339138088451252,0.029791991343666422,2.263658919116818,-1,845.4436417850471,-1097.0996286965526,10076.24954272266,0.0006596814395823279
1111,7.015,4.54,2023-09-17 18:00:00,0.7665936622187334,-0.8376545404644142,-0.9295140501580069,0.03380856231341471,2.71704868258016,-1,845.4436417850471,-1097.0996286965526,10055.212306959234,-0.0020899866664565382
1112,7.023,4.55,2023-09-17 19:00:00,0.7651630361248926,-0.8237400027051205,-0.9261975380390824,0.038936861955579695,2.6313762894104946,-1,845.4436417850471,-1097.0996286965526,10051.004859806551,-0.00041852201030165753
1113,6.914,4.43,2023-09-17 20:00:00,0.7643348533948809,-0.8546111763722068,-0.9229917522132661,0.04075920103230327,1.677672135596205,-1,845.4436417850471,-1097.0996286965526,10090.503458295567,0.0039221143222279535
1114,6.943,4.49,2023-09-17 21:00:00,0.7636123108744166,-0.8117602744010739,-0.9190416217831344,0.0454970666074611,2.3579838302029645,-1,845.4436417850471,-1097.0996286965526,10049.195346185541,-0.004102163635901884
1115,6.937,4.48,2023-09-17 22:00:00,0.76286727226384,-0.8120102676942578,-0.9149356211379518,0.04938192575813882,2.0842717626647134,-1,845.4436417850471,-1097.0996286965526,10055.093680621794,0.0005867737573433156
