,timestamp,THETAUSDT,XRPUSDT,hedge_ratio,calculated_spread,rolling_mean_spread,rolling_std_spread,z_score,trading_signal,strategy_returns,cumulative_strategy_returns
260,1697900400000,0.607,0.5235,0.8561258897699218,0.003831584909657515,0.014614741622333659,0.012497013603097192,-0.8628586840942307,0,-0.0,0.9969327950266906
261,1697904000000,0.605,0.5221,0.8565405527328176,0.0038929655966454257,0.014607281870981762,0.012503279131868885,-0.8569205055198068,0,0.0,0.9969327950266906
262,1697907600000,0.609,0.5255,0.8570061894942653,0.0035832305979923706,0.014623647647396367,0.012487692070239396,-0.8841038830317943,0,-0.0,0.9969327950266906
263,1697911200000,0.606,0.525,0.8575139208388206,0.005346563971674767,0.014662290999117027,0.012453111416373187,-0.7480642159190887,0,0.0,0.9969327950266906
264,1697914800000,0.605,0.5215,0.8579331749488482,0.0024504291559468427,0.014649624077506784,0.012465073941168223,-0.9786700808303939,0,-0.0,0.9969327950266906
265,1697918400000,0.604,0.5218,0.8583669155400727,0.0033463830137960837,0.01464264088605046,0.012471295844765685,-0.9057806031436194,0,0.0,0.9969327950266906
266,1697922000000,0.607,0.5232,0.8587831126127339,0.0019186506440705964,0.014622367479004115,0.012490681001710361,-1.0170555819329616,0,-0.0,0.9969327950266906
267,1697925600000,0.607,0.5223,0.8592405419591334,0.0007409910308060486,0.014619800272128036,0.012493541489706095,-1.110878709031964,0,-0.0,0.9969327950266906
268,1697929200000,0.608,0.5208,0.859668725520158,-0.0018785851162560485,0.014597777542670004,0.012521133809988401,-1.3158842409129494,0,-0.0,0.9969327950266906
269,1697932800000,0.608,0.5233,0.860147532820351,0.00033030004522660583,0.014601988143331829,0.01251621592631619,-1.1402558234951856,0,0.0,0.9969327950266906
270,1697936400000,0.608,0.5212,0.8605828230703332,-0.002034356426762529,0.014578530164235591,0.012545688626235962,-1.3241908902678086,0,-0.0,0.9969327950266906
271,1697940000000,0.606,0.5179,0.8610217055768236,-0.003879153579555039,0.014554019557893306,0.012579904741991731,-1.4652871794742928,0,-0.0,0.9969327950266906
272,1697943600000,0.606,0.5201,0.861451164571477,-0.0019394057303150358,0.014523438897035251,0.012616974284822337,-1.3048171658045116,0,0.0,0.9969327950266906
273,1697947200000,0.609,0.5209,0.8618547816253346,-0.0039695620098286755,0.014473023733221553,0.01268226139719652,-1.4542032501496192,0,-0.0,0.9969327950266906
274,1697950800000,0.613,0.5229,0.8621942609838035,-0.005625081983071434,0.01438504423302503,0.012794672406952208,-1.5639420517889628,0,-0.0,0.9969327950266906
275,1697954400000,0.611,0.5217,0.8625401151504647,-0.0053120103569338495,0.014299274772617757,0.01290129697043342,-1.5201018296451756,0,0.0,0.9969327950266906
276,1697958000000,0.601,0.5164,0.8629134116513799,-0.002210960402479367,0.014228691621967158,0.012974663219005476,-1.2670580921411112,0,0.0,0.9969327950266906
277,1697961600000,0.6,0.5164,0.8632974643322465,-0.001578478599347899,0.01416375825346035,0.013039546712826793,-1.2072687187295292,0,0.0,0.9969327950266906
278,1697965200000,0.601,0.5178,0.8637124344685603,-0.0012911731156046713,0.014113400029027367,0.013090854415432953,-1.176743141110134,0,0.0,0.9969327950266906
279,1697968800000,0.602,0.5169,0.8640872280055408,-0.0032805112593354835,0.014037663220067293,0.013172203489533123,-1.3147515139106467,0,-0.0,0.9969327950266906
280,1697972400000,0.599,0.5162,0.864399962097289,-0.0015755772962761094,0.013925428941292665,0.013262422126331863,-1.1687914990122594,0,0.0,0.9969327950266906
281,1697976000000,0.602,0.5165,0.8646265281550429,-0.004005169949335863,0.013763475182615685,0.013392210197843656,-1.3267895940591314,0,-0.0,0.9969327950266906
282,1697979600000,0.606,0.5182,0.8648428389330718,-0.0058947603934415005,0.01359761614012496,0.013543045787858426,-1.4392904549611516,0,-0.0,0.9969327950266906
283,1697983200000,0.602,0.5171,0.8650753528174039,-0.003675362396077131,0.013441712273433663,0.013661030451804047,-1.252985617000096,0,0.0,0.9969327950266906
284,1697986800000,0.603,0.5184,0.8653289116456208,-0.003393333722309322,0.013297784129021245,0.013770185294098127,-1.212120061919889,0,0.0,0.9969327950266906
285,1697990400000,0.605,0.5221,0.8656572768931415,-0.0016226525203506537,0.01319382279875576,0.01384776451841901,-1.0699543091882386,0,0.0,0.9969327950266906
286,1697994000000,0.609,0.5211,0.8658868555715173,-0.006225095043054019,0.013034762223732945,0.013988544186228222,-1.3768307130736572,0,-0.0,0.9969327950266906
287,1697997600000,0.608,0.52,0.8661023767575378,-0.006590245068582967,0.012868172441043131,0.014132857668409004,-1.3768211614499768,0,-0.0,0.9969327950266906
288,1698001200000,0.609,0.5204,0.8662733707116039,-0.007160482763366782,0.012680781366416023,0.01428625151741449,-1.3888362602042204,0,-0.0,0.9969327950266906
289,1698004800000,0.61,0.5195,0.8663566629780127,-0.008977564416587813,0.012446428956548695,0.01446749608114077,-1.4808363004199423,0,-0.0,0.9969327950266906
290,1698008400000,0.609,0.5185,0.8664664250592959,-0.009178052861111285,0.012227358676723116,0.01464490144266418,-1.4616289240073137,0,-0.0,0.9969327950266906
291,1698012000000,0.616,0.5221,0.8665786238346407,-0.011712432282138696,0.012011597920357693,0.014853816062015099,-1.5971673611311663,0,-0.0,0.9969327950266906
292,1698015600000,0.619,0.5226,0.86666097126819,-0.013863141215009644,0.011778922488360136,0.015094041031901099,-1.6988203257945003,0,-0.0,0.9969327950266906
293,1698019200000,0.619,0.5236,0.8668251633726016,-0.012964776127640465,0.011594482839900588,0.01529475888453638,-1.6057303781605514,0,0.0,0.9969327950266906
294,1698022800000,0.621,0.5229,0.8669587237712642,-0.015481367461955053,0.011392566427178539,0.015531736659417136,-1.730259434500488,0,-0.0,0.9969327950266906
295,1698026400000,0.622,0.5245,0.8670652498148086,-0.014814585384810952,0.011175855543190203,0.015760695191101882,-1.649066910619193,0,0.0,0.9969327950266906
296,1698030000000,0.625,0.5241,0.8671016077090744,-0.017838504818171508,0.010922526202038372,0.016042426613743714,-1.7928105088272623,0,-0.0,0.9969327950266906
297,1698033600000,0.626,0.525,0.8670689253594376,-0.017785147275007906,0.010628935729478041,0.01632401727152771,-1.7406305403784204,0,0.0,0.9969327950266906
298,1698037200000,0.622,0.523,0.8670944702659834,-0.016332760505441635,0.010368432799846623,0.01656604258459745,-1.6118027687622951,0,0.0,0.9969327950266906
299,1698040800000,0.617,0.5211,0.8671190396214283,-0.013912447446421283,0.010106877272679173,0.016762538649940005,-1.4329168881102876,0,0.0,0.9969327950266906
300,1698044400000,0.616,0.5238,0.8671699563311996,-0.010376693100018874,0.009862233393410979,0.016900002080219006,-1.1975694675871649,0,0.0,0.9969327950266906
301,1698048000000,0.621,0.5309,0.8672154192175981,-0.007640775334128436,0.009614669658516437,0.016992169045909385,-1.015493957600361,0,0.0,0.9969327950266906
302,1698051600000,0.614,0.5268,0.8672858569394555,-0.005713516160825605,0.0093818965112994,0.017057663492988193,-0.8849636808892495,0,0.0,0.9969327950266906
303,1698055200000,0.617,0.5309,0.8673549434128804,-0.004258000085747171,0.009151329453150815,0.0171006536582761,-0.784141343767193,0,0.0,0.9969327950266906
304,1698058800000,0.619,0.5314,0.8673526773162061,-0.0054913072587315925,0.008881507165782104,0.017138359002588765,-0.8386342252687476,0,-0.0,0.9969327950266906
305,1698062400000,0.619,0.5301,0.8672582245955857,-0.006732841024667535,0.008560448248362527,0.017157409089626558,-0.8913519047742733,0,-0.0,0.9969327950266906
306,1698066000000,0.615,0.5268,0.8671676712908004,-0.006508117843842198,0.008244540227095393,0.017170339939921272,-0.8591942921664272,0,0.0,0.9969327950266906
307,1698069600000,0.618,0.5292,0.866820962476834,-0.006495354810683418,0.0077739379128847295,0.016984399079637426,-0.8401411587576026,0,0.0,0.9969327950266906
308,1698073200000,0.619,0.5323,0.8664271619245076,-0.004018413231270279,0.007279015362828811,0.01666531773017303,-0.6779005823360198,0,0.0,0.9969327950266906
309,1698076800000,0.624,0.535,0.8659579920075537,-0.0053577870127135,0.0067463934620647465,0.016286185727863164,-0.7432176371456856,0,-0.0,0.9969327950266906
310,1698080400000,0.623,0.5322,0.865290076123142,-0.006875717424717487,0.006098978819786303,0.01563667201602904,-0.829760720900427,0,-0.0,0.9969327950266906
311,1698084000000,0.625,0.5338,0.8646671471286378,-0.0066169669553985955,0.005490172798306962,0.015035122867427001,-0.8052571209733973,0,0.0,0.9969327950266906
312,1698087600000,0.633,0.5357,0.8640454191305985,-0.011240750309668868,0.004898725955352815,0.014624563921639404,-1.1035868386571663,0,-0.0,0.9969327950266906
313,1698091200000,0.629,0.5361,0.8635915576300858,-0.007099089749323939,0.0044162246078134895,0.0142885393642019,-0.8059126313489796,0,0.0,0.9969327950266906
314,1698094800000,0.631,0.5386,0.863167346147563,-0.006058595419112245,0.003959264773088084,0.013950901099694076,-0.7180797943166558,0,0.0,0.9969327950266906
315,1698098400000,0.651,0.5502,0.8626633805128954,-0.011393860713894921,0.0034696062434821442,0.013702859063914118,-1.0846982288914697,0,-0.0,0.9969327950266906
316,1698102000000,0.651,0.5475,0.8622074056511101,-0.013797021078872707,0.0030197487735952734,0.013596146221327468,-1.2368776842138187,0,-0.0,0.9969327950266906
317,1698105600000,0.653,0.5513,0.861800821086985,-0.011455936169801229,0.0026045829678579585,0.013459146555463665,-1.0446813309980192,0,0.0,0.9969327950266906
318,1698109200000,0.653,0.5521,0.8614055875584238,-0.010397848675650745,0.0022011884707622198,0.013295945266129169,-0.9475849136133595,0,0.0,0.9969327950266906
319,1698112800000,0.663,0.5555,0.860956511663651,-0.015314167233000608,0.0017778971806854424,0.013239667313237611,-1.2909738597885039,0,-0.0,0.9969327950266906
320,1698116400000,0.653,0.5449,0.8604292369219394,-0.016960291710026443,0.0013111281585518836,0.013150243714674175,-1.3894358359449646,0,-0.0,0.9969327950266906
321,1698120000000,0.656,0.5453,0.8598334150721173,-0.018750720287308953,0.0008121017713285427,0.013048392904857199,-1.4992514558137908,0,-0.0,0.9969327950266906
322,1698123600000,0.65,0.5398,0.8592540995212848,-0.018715164688835273,0.00032843373167957824,0.012955113720754417,-1.4699676769341306,0,0.0,0.9969327950266906
323,1698127200000,0.644,0.5403,0.8587282411387319,-0.012720987293343367,-0.0001231995700540889,0.012687964795637035,-0.9928927078692111,0,0.0,0.9969327950266906
324,1698130800000,0.643,0.5404,0.8582511066041687,-0.011455461546480472,-0.0005383273874572541,0.012435453598867257,-0.8779039760976357,0,0.0,0.9969327950266906
325,1698134400000,0.65,0.5459,0.8577190416428117,-0.011617377067827506,-0.0009796075820480107,0.012108217447097835,-0.8785578498451243,0,-0.0,0.9969327950266906
326,1698138000000,0.652,0.5485,0.8571131639135389,-0.010337782871627343,-0.0014607419678526387,0.011593656924676295,-0.7656808340499139,0,0.0,0.9969327950266906
327,1698141600000,0.66,0.5526,0.8565599004904421,-0.012729534323691838,-0.0018952652256821732,0.011266819209777675,-0.9616084980406333,0,-0.0,0.9969327950266906
328,1698145200000,0.666,0.5521,0.8558984147869724,-0.017928344248123618,-0.002381147044800999,0.010998721211918083,-1.4135458935422294,0,-0.0,0.9969327950266906
329,1698148800000,0.671,0.5728,0.8554951597548874,-0.0012372521955295035,-0.0027193259584275663,0.01047212228075715,0.14152563569864146,0,0.0,0.9969327950266906
330,1698152400000,0.667,0.5771,0.855286559456458,0.006623864842542404,-0.002937873656502009,0.010056854133211722,0.9507683389249686,0,0.0,0.9969327950266906
331,1698156000000,0.676,0.5761,0.8548765682546892,-0.0017965601401699338,-0.003266525323312581,0.009510108994471864,0.15456869989577657,0,-0.0,0.9969327950266906
332,1698159600000,0.649,0.5539,0.8545352850341389,-0.0006933999871562291,-0.0035455159723134923,0.009045863369523037,0.3152950546176166,0,0.0,0.9969327950266906
333,1698163200000,0.656,0.5558,0.8541420513450636,-0.004517185682361813,-0.0038455375096013255,0.008610111913888326,-0.07800690391458234,0,-0.0,0.9969327950266906
334,1698166800000,0.656,0.5539,0.8537907138083555,-0.0061867082582812705,-0.004109991448629115,0.008303645633367865,-0.250096993699605,0,-0.0,0.9969327950266906
335,1698170400000,0.659,0.5577,0.8534602874958767,-0.0047303294597828005,-0.004356221731795253,0.007979986994596884,-0.04688074407149402,0,0.0,0.9969327950266906
336,1698174000000,0.661,0.5601,0.8531962592036754,-0.0038627273336293566,-0.004553885686018005,0.007738701099612336,0.08931193277684178,0,0.0,0.9969327950266906
337,1698177600000,0.654,0.5576,0.8530379274521429,-0.0002868045537014474,-0.004681988252875208,0.00756781669559468,0.5807730123447958,0,0.0,0.9969327950266906
338,1698181200000,0.663,0.5616,0.8527834490166801,-0.00379542669805899,-0.004862124101319929,0.007345939525791426,0.14520911852265983,0,-0.0,0.9969327950266906
339,1698184800000,0.662,0.5621,0.8525966746732341,-0.002318998633680902,-0.004994241199976543,0.007188675180837822,0.3721468141204633,0,0.0,0.9969327950266906
340,1698188400000,0.66,0.5588,0.8524029135059996,-0.0037859229139598494,-0.005124189001944896,0.0070573050521812964,0.1896284882246107,0,-0.0,0.9969327950266906
341,1698192000000,0.667,0.5571,0.8520332425473475,-0.011206172779080759,-0.005352661512448828,0.0069146488472704,-0.8465377484704288,0,-0.0,0.9969327950266906
342,1698195600000,0.664,0.5602,0.8517667206157757,-0.0053731024888751255,-0.005516693911458224,0.0067337311782826575,0.021324198840340255,0,0.0,0.9969327950266906
343,1698199200000,0.661,0.5554,0.8514700597406606,-0.007421709488576678,-0.005693404431885426,0.006568898185370873,-0.2631042540041551,0,-0.0,0.9969327950266906
344,1698202800000,0.658,0.5534,0.8512087963333066,-0.006695387987315726,-0.0058429588518761665,0.006433915609672071,-0.13248994658215715,0,0.0,0.9969327950266906
345,1698206400000,0.663,0.557,0.8509073977548928,-0.007151604711493897,-0.006012966271610561,0.0062598360229698035,-0.18189588923818828,0,-0.0,0.9969327950266906
346,1698210000000,0.658,0.5493,0.8505890921190726,-0.010387622614349779,-0.006185927488251717,0.006161407001068904,-0.681937603759845,0,-0.0,0.9969327950266906
347,1698213600000,0.66,0.5503,0.8502572951179644,-0.010869814777856535,-0.0063625367308761316,0.006063472948012416,-0.7433492464838772,0,-0.0,0.9969327950266906
348,1698217200000,0.647,0.5439,0.850044483011818,-0.006078780508646187,-0.006462705857195483,0.005982046321869153,0.06417960140926073,0,0.0,0.9969327950266906
349,1698220800000,0.65,0.5466,0.8497982962780947,-0.005768892580761631,-0.006579562234898057,0.0058621069915468565,0.13828980864822324,0,0.0,0.9969327950266906
350,1698224400000,0.656,0.5485,0.8495041644205557,-0.008774731859884533,-0.006719632421226302,0.005760270331055437,-0.3567713528267138,0,-0.0,0.9969327950266906
351,1698228000000,0.657,0.5532,0.8492766989302805,-0.004774791197194261,-0.006815940830046743,0.005652287957113345,0.3611191871928103,0,0.0,0.9969327950266906
352,1698231600000,0.655,0.5518,0.8490547494050338,-0.004330860860297214,-0.006903875179583294,0.005549310008676337,0.4636638276223847,0,0.0,0.9969327950266906
353,1698235200000,0.656,0.5534,0.8488133638618002,-0.0034215666933409272,-0.007001298853639024,0.005406965845699458,0.6620593254061906,0,0.0,0.9969327950266906
354,1698238800000,0.657,0.5529,0.848592929756376,-0.004625554849939095,-0.007079920898148868,0.005318710410468955,0.4614588610387173,0,-0.0,0.9969327950266906
355,1698242400000,0.661,0.5582,0.8483886972432733,-0.002584928877803594,-0.007145824363611086,0.005223971114545251,0.8730705790291339,0,0.0,0.9969327950266906
356,1698246000000,0.664,0.5585,0.8481623283754793,-0.004679786041318357,-0.007219140326782074,0.005140969688839915,0.49394461340166645,0,-0.0,0.9969327950266906
357,1698249600000,0.652,0.5508,0.8479978894316601,-0.0020946239094424834,-0.007250647159451503,0.005100164469077363,1.0109523489429277,0,0.0,0.9969327950266906
358,1698253200000,0.656,0.5595,0.8479686137496408,0.0032325893802356287,-0.007193856331712706,0.005188349348209212,2.009588216249756,-1,0.0,0.9969327950266906
359,1698256800000,0.656,0.5599,0.8479048949166694,0.003674388934664763,-0.007156699788496727,0.005254393355504339,2.061339528723174,-1,-0.0004417995544291342,0.9964923505620521
360,1698260400000,0.657,0.5563,0.8477963740415894,-0.0007022177453241962,-0.0071418982475918566,0.005270835624200883,1.2217570346341406,-1,0.004376606679988959,1.00085360564008
361,1698264000000,0.654,0.5535,0.8477106094124099,-0.0009027385557160983,-0.007108826969549202,0.005300789855101007,1.1707855967655307,-1,0.00020052081039190206,1.0010542976161667
362,1698267600000,0.653,0.5539,0.8476109811969873,0.0004100292783671966,-0.007082722136119399,0.005332225705314877,1.4051827189194603,-1,-0.001312767834083295,0.9997401457340853
363,1698271200000,0.656,0.5546,0.8475071563547938,-0.0013646945687447731,-0.0070537791645518,0.005356328649186438,1.062123885298026,-1,0.0017747238471119697,1.0015144084116347
364,1698274800000,0.662,0.5552,0.8473452696348042,-0.005742568498240397,-0.0070550845702759,0.005355990850994108,0.24505569717168044,-1,0.004377873929495624,1.0058989122302344
365,1698278400000,0.663,0.5557,0.8471695028491248,-0.005973380388969773,-0.00706243312618741,0.005354025785285815,0.20340819803494833,-1,0.00023081189072937658,1.006131085660049
366,1698282000000,0.665,0.5543,0.8468876810768519,-0.0088803079161065,-0.007136536987449934,0.0053322332890058995,-0.3270245006443935,0,0.0029069275271367268,1.0090558358088622
367,1698285600000,0.663,0.5541,0.8466208210270987,-0.007209604340966402,-0.007199105051245695,0.005299218038206164,-0.0019812903800163987,0,0.0,1.0090558358088622
368,1698289200000,0.668,0.557,0.8463209114407944,-0.008342368842450654,-0.007277451670432872,0.005262890335314541,-0.20234454912960592,0,-0.0,1.0090558358088622
369,1698292800000,0.665,0.5547,0.8460553777736597,-0.007926826219483707,-0.007329077392212297,0.005246003928030761,-0.1139436484363808,0,0.0,1.0090558358088622
370,1698296400000,0.661,0.5508,0.845753654541336,-0.008243165651823148,-0.0074031617072739305,0.005210801683264033,-0.16120435886998502,0,-0.0,1.0090558358088622
371,1698300000000,0.663,0.5532,0.8455007278902499,-0.0073669825912356934,-0.007440515181072818,0.005198203890094397,0.014145768690844758,0,0.0,1.0090558358088622
372,1698303600000,0.67,0.5577,0.8452485367314274,-0.008616519610056383,-0.007470756950146317,0.005197027159641026,-0.22046501292273557,0,-0.0,1.0090558358088622
373,1698307200000,0.672,0.5627,0.845020406041242,-0.005153712859714665,-0.007487183066408956,0.005187223408589944,0.44984956746418675,0,0.0,1.0090558358088622
374,1698310800000,0.667,0.5601,0.8448153573394999,-0.003391843345446399,-0.007487166506666035,0.005187236627042323,0.789499969958903,0,0.0,1.0090558358088622
375,1698314400000,0.66,0.5595,0.8446722407128815,0.002016321129498233,-0.007446733466112158,0.005247297151872729,1.8034150385847851,-1,0.0,1.0090558358088622
376,1698318000000,0.654,0.5561,0.8446279388171699,0.003713328013570938,-0.00733630654326077,0.005376284211281314,2.055254916331568,-1,-0.0016970068840727048,1.0073434611090808
377,1698321600000,0.661,0.5595,0.844544724462028,0.0012559371305994604,-0.007249126741047631,0.005451605738026691,1.5601025239814308,-1,0.0024573908829714775,1.009818897746431
378,1698325200000,0.654,0.5548,0.844489534606467,0.0025038443673705,-0.007141745328483884,0.005547704530385473,1.7386631971880047,-1,-0.0012479072367710398,1.0085587374361051
379,1698328800000,0.646,0.5513,0.8445175808660591,0.0057416427605258,-0.0069781985820715105,0.00570763282856564,2.2285668550606252,-1,-0.0032377983931553,1.0052932275766318
380,1698332400000,0.639,0.5475,0.8445827746953232,0.007811606969688523,-0.006789424583951513,0.005911378512214743,2.469987588084534,-1,-0.0020699642091627224,1.0032123065758345
381,1698336000000,0.635,0.5481,0.8447505913114886,0.011683374517204803,-0.006529471175069918,0.006199834827910626,2.9376340173263196,-1,-0.0038717675475162805,0.9993281017239652
382,1698339600000,0.642,0.5519,0.8449176221137106,0.009462886602997767,-0.006270293088203169,0.006374902435290601,2.46798752622537,-1,0.0022204879142070366,1.001547097696171
383,1698343200000,0.641,0.5509,0.8450652109851542,0.009213199758516089,-0.006023871133912541,0.0065397335458401195,2.329922279803101,-1,0.000249686844481678,1.0017971708305944
384,1698346800000,0.646,0.551,0.8451826501263119,0.005012008018402514,-0.005796166961908568,0.006563469028703237,1.6467168402935974,-1,0.0042011917401135745,1.0060059128299572
385,1698350400000,0.646,0.5517,0.8452994935007639,0.005636527198506491,-0.005568932377649485,0.006601642297650993,1.6973745427169118,-1,-0.0006245191801039773,1.0053776428420969
386,1698354000000,0.646,0.5518,0.8454662310061659,0.0056288147700167546,-0.005308184382225171,0.006574976129401052,1.663427963386117,-1,7.712428489736745e-06,1.0053853967452724
387,1698357600000,0.649,0.5539,0.8456249383109685,0.005089415036181322,-0.005054022578767513,0.006529207772996012,1.553547990446992,-1,0.0005393997338354328,1.0059277013606789
388,1698361200000,0.651,0.5533,0.8457214275675414,0.0027353506535304772,-0.004842154677001156,0.006468196876502261,1.171501961861934,-1,0.0023540643826508445,1.0082957199339737
389,1698364800000,0.649,0.554,0.8458202032346213,0.00506268810073085,-0.004631319837588355,0.006478468125932957,1.4963426152418062,-1,-0.0023273374472003727,1.0059490755471194
390,1698368400000,0.635,0.5496,0.8459835516909983,0.012400444676216038,-0.0043782405289635225,0.006692848900698802,2.5069571200729923,-1,-0.007337756575485188,0.9985676661034203
391,1698372000000,0.641,0.5532,0.846076809965755,0.010864764811951089,-0.004172623416229306,0.006873320978229,2.187790774766781,-1,0.0015356798642649494,1.0001011463613614
392,1698375600000,0.645,0.5525,0.8460738203164262,0.006782385895905074,-0.004033780060043409,0.006967411363479837,1.552393764582662,-1,0.0040823789160460144,1.0041839381951805
393,1698379200000,0.646,0.5516,0.8460157525040247,0.005073823882399964,-0.003930093127063996,0.007033163548386589,1.2802086781459054,-1,0.0017085620135051105,1.0058996487265528
394,1698382800000,0.642,0.5502,0.8460093463227908,0.00706199966076837,-0.0037906119390695523,0.007125722852732953,1.5230190429979442,-1,-0.001988175778368406,1.0038997434094854
395,1698386400000,0.649,0.5507,0.845933397875779,0.0016892247786193249,-0.0036970334301441427,0.00714193282904844,0.754173742275466,-1,0.005372774882149045,1.0092934707350718
396,1698390000000,0.642,0.5453,0.8458653468350911,0.002254447331871523,-0.0035996715948584347,0.007162877138205446,0.8172859611824392,-1,-0.0005652225532521982,1.0087229953025623
397,1698393600000,0.647,0.5503,0.8458124054473972,0.003059373675533994,-0.0034935079450115745,0.007190231770742599,0.9113588865395912,-1,-0.000804926343662471,1.0079110475901851
398,1698397200000,0.652,0.5517,0.845675485127145,0.0003195836971013888,-0.0034453079791407783,0.0072012050962621,0.5228141159590627,-1,0.002739789978432605,1.0106725121775242
399,1698400800000,0.649,0.5506,0.8455867052495082,0.0018142282930690978,-0.0033656189201876382,0.007219463545085388,0.7174836718696211,-1,-0.001494644595967709,1.009161915968905
400,1698404400000,0.652,0.549,0.8454599802842713,-0.0022399071453448327,-0.0033141099170834977,0.0072106708104289746,0.14897404138669296,-1,0.0040541354384139305,1.0132531950555321
401,1698408000000,0.659,0.553,0.8453015020708893,-0.0040536898647159925,-0.003285629060520358,0.007202536190560254,-0.10663754875709837,0,0.0018137827193711598,1.0150910161910716
402,1698411600000,0.661,0.5531,0.8451945398389439,-0.005573590833541919,-0.0032226606218967247,0.007156834493501275,-0.3284874358600781,0,-0.0,1.0150910161910716
403,1698415200000,0.65,0.5494,0.845122054970448,7.066426920876445e-05,-0.0031429966883574725,0.007153103382721049,0.44926807088083165,0,0.0,1.0150910161910716
404,1698418800000,0.655,0.5547,0.8450544435600251,0.001189339468183448,-0.0030624640784986316,0.0071607056317353575,0.593768793935421,0,0.0,1.0150910161910716
405,1698422400000,0.646,0.5505,0.8451301188483755,0.004545943223949411,-0.002885355145855917,0.0071494404338046085,1.039423775694111,0,0.0,1.0150910161910716
406,1698426000000,0.646,0.5426,0.8451191855361563,-0.00334699385635695,-0.0027692437322724083,0.007054463609995473,-0.08189851929577288,0,-0.0,1.0150910161910716
407,1698429600000,0.641,0.5433,0.8451549185545297,0.0015556972065464691,-0.0026246700280907675,0.007007613039881762,0.5965465288745126,0,0.0,1.0150910161910716
408,1698433200000,0.646,0.5452,0.8451384107113203,-0.0007594133195129027,-0.0025175763019114577,0.006960979256253581,0.2525740873051823,0,-0.0,1.0150910161910716
409,1698436800000,0.644,0.5458,0.845246943127811,0.0014609686256896737,-0.002331185903481566,0.006837984641625322,0.5545719576623502,0,0.0,1.0150910161910716
410,1698440400000,0.644,0.5462,0.8453973585996016,0.0017641010618565378,-0.0021231370949050883,0.006670688923354062,0.5827341375719706,0,0.0,1.0150910161910716
411,1698444000000,0.642,0.5456,0.845602887075724,0.002722946497385137,-0.0018845407972973762,0.006449644654748126,0.7143784721985503,0,0.0,1.0150910161910716
412,1698447600000,0.643,0.543,0.8457568576317471,-0.0008216594572133529,-0.0016857240725015772,0.006195791274849676,0.139459929645417,0,-0.0,1.0150910161910716
413,1698451200000,0.645,0.5421,0.845772717796473,-0.0034234029787251208,-0.00158241758011693,0.006086270070678865,-0.3024817133037356,0,-0.0,1.0150910161910716
414,1698454800000,0.65,0.5434,0.8457228410330151,-0.0063198466714597945,-0.0015253551926167003,0.006016337314800651,-0.796912012737098,0,-0.0,1.0150910161910716
415,1698458400000,0.659,0.545,0.845576457443763,-0.012234885455439826,-0.0015322163969235037,0.006028316051483976,-1.7753994593368527,0,-0.0,1.0150910161910716
416,1698462000000,0.659,0.5454,0.8454218156406267,-0.011732976507172976,-0.0015477185484295663,0.006052958029264062,-1.6826909933128624,0,0.0,1.0150910161910716
417,1698465600000,0.661,0.5455,0.8452854855952909,-0.013233705978487387,-0.0015533204557050724,0.0060636467448464855,-1.9262971631237447,1,-0.0,1.0150910161910716
418,1698469200000,0.66,0.5448,0.8452490310424098,-0.013064360487990534,-0.0014992761917035937,0.0059363998304875765,-1.948164649707744,1,0.00016934549049685277,1.0152629172771073
419,1698472800000,0.662,0.5455,0.8449094800272402,-0.01383007577803308,-0.0016391964537314113,0.006076897671896196,-2.0061024526841678,1,-0.0007657152900425457,1.014485514937935
420,1698476400000,0.668,0.5449,0.844337141726129,-0.019117210673054164,-0.0019252084039047064,0.006285790589541117,-2.73505806855149,1,-0.005287134895021084,1.0091217931714132
421,1698480000000,0.67,0.5461,0.8439028055455685,-0.01931487971553092,-0.0021198563991864953,0.006547551003726637,-2.6261763072265674,1,-0.00019766904247675576,1.0089223210328144
422,1698483600000,0.67,0.5468,0.8434749365302724,-0.018328207475282632,-0.002315798704610122,0.006764653848909504,-2.3670699385828575,1,0.0009866722402482875,1.0099177966795443
423,1698487200000,0.672,0.5462,0.8430737331017911,-0.020345548644403633,-0.0024916694041883644,0.007023340096512346,-2.542078127340175,1,-0.002017341169121001,1.0078804479308747
424,1698490800000,0.67,0.547,0.8427494334375734,-0.017642120403174144,-0.0026189517613538407,0.007192814005582983,-2.0886357731702065,1,0.0027034282412294885,1.0106051803975942
425,1698494400000,0.662,0.5452,0.842491928256313,-0.012529656505679276,-0.0027056109507526903,0.00726515718549628,-1.3522137655244013,1,0.005112463897494868,1.015771862896998
426,1698498000000,0.666,0.5456,0.8421696025613616,-0.015284955305866932,-0.0028325245948886634,0.007384385777194197,-1.6863190909440469,1,-0.0027552988001876555,1.0129731079018935
427,1698501600000,0.663,0.5451,0.8418265375909383,-0.013030994422792097,-0.002974126704545226,0.007456855782555742,-1.3486740271648392,1,0.0022539608830748348,1.0152563096627112
428,1698505200000,0.673,0.5474,0.8414334855852962,-0.018884735798904373,-0.0031417856945546194,0.007642842892855569,-2.059829087820981,1,-0.005853741376112276,1.0093132617954794
429,1698508800000,0.671,0.5474,0.8410480048031039,-0.01694321122288278,-0.0033042769455457516,0.007779393182497262,-1.7532131308163033,1,0.0019415245760215916,1.01127286829816
