ticker,date,open,high,low,close,volume,closeadj,closeunadj,lastupdated,log_returns,H-L,H-PC,L-PC,TR,ATR,ma_fast,ma_slow,macd,signal,rsi,+di,-di,dx,adx,%K,%D,rolling_mean,rolling_std,upper_band,lower_band
LND,2020-08-05,3.88,3.88,3.813,3.825,3512.0,2.87,3.825,2023-08-15,-0.011696039763191298,0.06699999999999973,0.009999999999999787,0.05699999999999994,0.06699999999999973,0.16392859402776233,4.004060943684051,4.0058686102019445,-0.001807666517893658,0.04051602634916541,41.839762611275965,28.882466295366772,63.728172662639494,37.62602953541148,23.72007497303619,2.3210831721470044,2.3240819876148913,4.0607999999999995,0.09707436107928456,4.254948722158568,3.8666512778414304
LND,2020-08-06,3.81,3.87,3.78,3.78,5938.0,2.836,3.78,2023-08-15,-0.01183445764700291,0.0900000000000003,0.04499999999999993,0.04500000000000037,0.0900000000000003,0.15899986324003237,3.969590029270738,3.9891374518841376,-0.01954742261339959,0.028503336556645012,33.0866807610994,18.634539364197707,46.00536176915417,42.34354001948511,26.203205173068135,0.0,0.7736943907156658,4.045299999999999,0.1152197442875487,4.275739488575097,3.814860511424902
LND,2020-08-07,3.8,3.8,3.7,3.74,1776.0,2.806,3.74,2023-08-15,-0.010638398205055643,0.09999999999999964,0.020000000000000018,0.07999999999999963,0.09999999999999964,0.1550664214460493,3.9342684863056783,3.9706826724636164,-0.03641418615793812,0.015519832013721995,34.54746136865347,14.534940703274446,46.55084884844788,52.41138467738892,29.697630969563864,6.349206349206356,2.8900965071177844,4.0268,0.13266760997638402,4.292135219952768,3.761464780047232
LND,2020-08-10,3.74,3.767,3.7,3.732,3988.0,2.8,3.732,2023-08-15,-0.0021413284413432264,0.06699999999999973,0.02699999999999969,0.040000000000000036,0.06699999999999973,0.14919516288020487,3.903150257643019,3.9530023384667152,-0.04985208082369619,0.0024454494462332107,27.0631067961165,18.801415834184684,60.215028358304544,52.41138467738891,32.726132862949584,5.079365079365084,3.8095238095238115,4.0055,0.1441915757813873,4.293883151562774,3.7171168484372252
LND,2020-08-11,3.75,3.82,3.74,3.77,16635.0,2.828,3.77,2023-08-15,0.010130718474821939,0.07999999999999963,0.08799999999999963,0.008000000000000007,0.08799999999999963,0.14511537912075173,3.8826656026208783,3.9394465131157577,-0.05678091049487932,-0.009399822541993025,25.985221674876826,20.43638878314085,39.73279522569349,32.07024785265403,32.63868149323196,11.111111111111088,7.513227513227506,3.9880000000000004,0.15065785566537157,4.289315711330744,3.6866842886692575
LND,2020-08-12,3.75,3.75,3.64,3.64,2881.0,2.731,3.64,2023-08-15,-0.03509131981127006,0.10999999999999988,0.020000000000000018,0.1299999999999999,0.1299999999999999,0.14410766268862643,3.845332432986685,3.917265143601134,-0.07193271061444895,-0.02190640015648736,25.36057692307692,11.989348085679765,33.566316790370216,47.36396398427746,34.602053173276836,0.0,5.396825396825387,3.9685,0.16905200071981435,4.306604001439629,3.6303959985603713
LND,2020-08-13,3.61,3.8,3.61,3.799,6026.0,2.85,3.799,2023-08-15,0.04275419255683908,0.18999999999999995,0.1599999999999997,0.03000000000000025,0.18999999999999995,0.1471672212426661,3.838204366373315,3.9085047090855105,-0.07030034271219554,-0.03158518866763095,36.69724770642203,10.618245005679901,19.904236973320863,30.423449751005354,34.044905882767125,26.25,12.453703703703694,3.9589499999999993,0.17311951302345255,4.305189026046905,3.612710973953094
LND,2020-08-14,3.83,3.85,3.825,3.825,1922.0,2.87,3.825,2023-08-15,0.006820593073010805,0.02499999999999991,0.051000000000000156,0.026000000000000245,0.051000000000000156,0.14075593742785067,3.8361729253927965,3.9023191400967407,-0.06614621470394422,-0.03849739387489472,33.0097087378641,47.35564073865693,64.26596774219546,15.149689413801386,31.5255430303188,29.861111111111143,18.703703703703713,3.9452,0.17224572410857658,4.289691448217153,3.6007085517828465
LND,2020-08-17,3.72,3.72,3.57,3.57,2757.0,2.678,3.57,2023-08-15,-0.06899287148695156,0.15000000000000036,0.10499999999999998,0.25500000000000034,0.25500000000000034,0.14837235876197094,3.7952232445629948,3.8777027785917655,-0.08247953402877073,-0.04729382190567106,23.09043020193151,8.208311061175802,24.472767743741812,49.76719642473568,33.957764032266624,0.0,18.703703703703713,3.9227000000000003,0.19039546102507543,4.303490922050151,3.5419090779498497
LND,2020-08-18,3.68,3.685,3.61,3.685,2140.0,2.765,3.685,2023-08-15,0.031704929849752324,0.07500000000000018,0.11500000000000021,0.040000000000000036,0.11500000000000021,0.14614749381329284,3.7782658223224845,3.863428429484431,-0.08516260716194646,-0.05486757895692691,32.28010247651581,11.716261545697549,47.03027540224027,60.11250312139863,37.44506326012849,15.753424657534277,15.204845256215137,3.9014499999999996,0.1921001589084069,4.285650317816813,3.517249682183186
LND,2020-08-19,3.77,3.77,3.7,3.7,441.0,2.776,3.7,2023-08-15,0.004062294008878926,0.06999999999999984,0.08499999999999996,0.015000000000000124,0.08499999999999996,0.14207092405721275,3.766224926580534,3.8513225655435726,-0.08509763896303868,-0.06091359095814977,30.80279232111694,27.07122432348747,55.14530331381793,34.14651505859992,37.00525675864425,17.80821917808224,11.18721461187217,3.87845,0.18698451244619274,4.252419024892386,3.5044809751076142
LND,2020-08-20,3.62,3.68,3.607,3.68,7899.0,2.761,3.68,2023-08-15,-0.005420067469339256,0.07299999999999995,0.020000000000000018,0.09299999999999997,0.09299999999999997,0.1387994765638341,3.7529595532604243,3.8386319523786248,-0.08567239911820046,-0.06586535259016023,33.11444652908068,21.443514607168147,57.014738467870295,45.33777195712144,38.11625894845983,20.00000000000005,17.853881278538854,3.85995,0.18742141511073054,4.234792830221461,3.485107169778539
LND,2020-08-21,3.62,3.65,3.61,3.65,3128.0,2.738,3.65,2023-08-15,-0.008185584586439518,0.040000000000000036,0.03000000000000025,0.07000000000000028,0.07000000000000028,0.13421277601936493,3.7371196219895615,3.824659161383662,-0.08753953939410053,-0.07020018995094851,36.16803278688524,24.690675390214384,65.07697029209217,44.98981185805794,39.032732786523106,18.1818181818182,18.663345786633496,3.8394500000000003,0.1868101977944552,4.213070395588911,3.46582960441109
LND,2020-08-24,3.69,3.785,3.688,3.69,13955.0,2.768,3.69,2023-08-15,0.010899290458035638,0.09699999999999998,0.13500000000000023,0.038000000000000256,0.13500000000000023,0.13426525835253866,3.729870449375772,3.8146843731392357,-0.08481392376346353,-0.07312293671345163,40.68322981366459,24.4288961021432,29.244465661792002,8.971991694555145,35.024633531619266,38.70967741935487,25.630498533724374,3.8169500000000007,0.17546073934825138,4.167871478696504,3.466028521303498
LND,2020-08-25,3.77,3.822,3.73,3.822,2647.0,2.867,3.822,2023-08-15,0.03514738776564558,0.09200000000000008,0.13200000000000012,0.040000000000000036,0.13200000000000012,0.1341142391564919,3.744044226394902,3.8152262732134483,-0.07118204681854623,-0.07273475873447052,49.857549857549856,25.390258918844943,25.92123092724133,1.0348013865687538,30.492655478515207,84.0,46.963831867057685,3.7988999999999997,0.15294646466209993,4.1047929293242,3.4930070706758
LND,2020-08-26,3.9,3.9,3.769,3.769,6581.0,2.828,3.769,2023-08-15,-0.013964131533082916,0.13099999999999978,0.07799999999999985,0.052999999999999936,0.13099999999999978,0.13390662068169537,3.7478835761803055,3.811802094364735,-0.06391851818442928,-0.07097151062446222,49.48162111215836,30.111798628617446,22.636555862984885,14.171518405986749,28.31650368833237,60.30303030303037,61.00423590746175,3.78235,0.13557180074741992,4.05349360149484,3.51120639850516
LND,2020-08-27,3.77,3.78,3.66,3.76,6732.0,2.821,3.76,2023-08-15,-0.0023907568831953436,0.11999999999999966,0.010999999999999677,0.10899999999999999,0.11999999999999966,0.13297950208743986,3.749747641383337,3.807964891333531,-0.05821724995019428,-0.06842065848960859,50.97087378640774,28.48910725786387,33.52780813079387,8.124720233750175,25.624265700842464,57.57575757575754,67.2929292929293,3.7633500000000004,0.10627188319540644,3.975893766390813,3.5508062336091877
LND,2020-08-28,3.8,3.97,3.8,3.97,3171.0,2.978,3.97,2023-08-15,0.05434713729729599,0.17000000000000037,0.2100000000000004,0.040000000000000036,0.2100000000000004,0.13811425647690823,3.78363261963208,3.8199675234174313,-0.03633490378535109,-0.06200350754875698,59.6590909090909,26.172383277323934,16.60424783609579,22.367669431140556,25.190052837828638,100.0,72.62626262626263,3.75985,0.09746917191444471,3.9547883438288896,3.5649116561711107
LND,2020-08-31,4.0,4.28,3.85,3.85,28991.0,2.888,3.85,2023-08-15,-0.03069294639940625,0.43000000000000016,0.31000000000000005,0.1200000000000001,0.43000000000000016,0.15757349891642197,3.793842985842536,3.8221921567083816,-0.02834917086584543,-0.05527264021217457,53.04414003044139,20.690016488208183,7.027844432913004,49.29013856507418,28.403397774974138,39.43661971830987,65.67079243135579,3.75635,0.09254829464721986,3.9414465892944395,3.5712534107055602
LND,2020-09-01,3.92,4.0,3.9,3.96,3331.0,2.971,3.96,2023-08-15,0.028170876966696224,0.10000000000000009,0.1499999999999999,0.04999999999999982,0.1499999999999999,0.15706859431789785,3.819405603405237,3.832400168026257,-0.01299456462102011,-0.04681702509394358,62.36476043276659,51.40319651934446,13.015844613102177,59.59007031370933,32.56162097473486,54.92957746478872,64.78873239436619,3.7608500000000005,0.10023408129291625,3.961318162585833,3.560381837414168
LND,2020-09-02,4.05,4.12,3.95,4.12,28539.0,3.091,4.12,2023-08-15,0.03960913809504588,0.16999999999999993,0.16000000000000014,0.009999999999999787,0.16999999999999993,0.1579306954734743,3.8656508951890682,3.8537039035849587,0.011946991604109503,-0.03506422175433286,62.393822393822376,48.72009145606087,9.953292939389394,66.07220448608993,37.0296989574659,77.46478873239437,57.27699530516432,3.7756,0.1280240109058626,4.031648021811725,3.5195519781882747
LND,2020-09-03,4.23,4.5,4.12,4.2,30843.0,3.151,4.2,2023-08-15,0.019231361927887592,0.3799999999999999,0.3799999999999999,0.0,0.3799999999999999,0.1727354350786367,3.917089219006155,3.879355515673899,0.037733703332255786,-0.02050463673701503,63.89918458117122,32.223053003385346,3.859083753679075,78.6094499909376,42.573665956801484,67.74193548387099,66.71210056035136,3.7966,0.15938843648211723,4.115376872964235,3.477823127035766
LND,2020-09-04,4.4,4.4,4.23,4.4,3762.0,3.301,4.4,2023-08-15,0.04652001563489291,0.16999999999999993,0.20000000000000018,0.03000000000000025,0.20000000000000018,0.17455308641103257,3.9913831853129254,3.917921842529986,0.07346134278293937,-0.0017114408330240506,82.07109737248838,46.393960611938006,6.354624581038218,75.90599043447189,47.01797602254761,88.8017917133259,78.00283864319708,3.8296000000000006,0.20797226535742247,4.245544530714845,3.4136554692851555
LND,2020-09-08,4.4,4.5,4.32,4.49,20646.0,3.369,4.49,2023-08-15,0.020248160829947494,0.17999999999999972,0.09999999999999964,0.08000000000000007,0.17999999999999972,0.17491621653273615,4.068093464495574,3.96029807229659,0.10779539219898382,0.020189925773377616,81.71788810086679,52.0830731818758,6.119268115057174,78.97243314031549,51.27857041740428,98.8801791713326,85.14130212284316,3.8674999999999997,0.2533637908745431,4.374227581749086,3.3607724182509138
LND,2020-09-09,4.5,4.5,4.16,4.16,13540.0,3.121,4.16,2023-08-15,-0.07633762748099104,0.33999999999999986,0.009999999999999787,0.33000000000000007,0.33999999999999986,0.18592187420437456,4.082232931496258,3.975090830292815,0.10714210120344303,0.03758036085939075,64.520202020202,23.896939459863002,9.082173997978698,44.921660737856136,50.43098244073702,61.926091825307964,83.20268756998881,3.8869999999999996,0.26037584171226763,4.407751683424535,3.366248316575464
LND,2020-09-10,4.1,4.19,4.051,4.19,2589.0,3.143,4.19,2023-08-15,0.007185659660874533,0.13900000000000023,0.03000000000000025,0.10899999999999999,0.13900000000000023,0.1827937301286976,4.0988124804968376,3.991010050579079,0.10780242991775868,0.05162477467106437,65.9974905897114,50.65921938243548,29.708973175670806,26.067832982081345,47.18256244849773,65.16853932584274,75.3249367741611,3.9144999999999994,0.26195529952144864,4.438410599042896,3.390589400957102
LND,2020-09-11,4.17,4.17,4.04,4.047,2971.0,3.036,4.047,2023-08-15,-0.03472486804031796,0.1299999999999999,0.020000000000000462,0.15000000000000036,0.15000000000000036,0.18060746897565322,4.090841329651169,3.9951574596748425,0.09568386997632627,0.06043659373211677,61.62858816637373,40.684981966177084,24.837384234829887,24.186546747610656,44.11642696901623,46.071428571428534,57.72201990752641,3.9269000000000007,0.26206987818640093,4.451039756372802,3.402760243627199
LND,2020-09-14,4.05,4.17,4.05,4.1,2321.0,3.076,4.1,2023-08-15,0.013011107816533498,0.1200000000000001,0.12300000000000022,0.0030000000000001137,0.12300000000000022,0.17676695058597316,4.092250355858681,4.002923583196227,0.08932677266245381,0.06621462951818419,61.918604651162774,43.000387443860895,26.250893906690422,24.186546747610652,41.45910956658119,52.38095238095233,54.54030675940786,3.94065,0.2636515393668881,4.4679530787337765,3.413346921266224
LND,2020-09-15,4.22,4.22,4.18,4.18,1469.0,3.136,4.18,2023-08-15,0.019324272826402842,0.040000000000000036,0.1200000000000001,0.08000000000000007,0.1200000000000001,0.17298246839806786,4.105750301111193,4.016040369547978,0.08970993156321505,0.07091368992719037,60.73141486810549,43.75423306818254,23.319544087078935,30.4659881220073,39.99336002171653,61.90476190476186,53.452380952380906,3.97115,0.25360895613440465,4.478367912268809,3.463932087731191
LND,2020-09-16,4.18,4.28,4.18,4.26,4883.0,3.196,4.26,2023-08-15,0.018957913744614207,0.10000000000000053,0.10000000000000053,0.0,0.10000000000000053,0.16811694792737938,4.129481024017165,4.0341114720840645,0.09536955193310082,0.07580486232837245,64.48377581120941,53.504402390917164,24.252325850533975,37.61999405318249,39.67691122237161,71.4285714285714,61.90476190476187,3.9999000000000002,0.25204989063362937,4.503999781267259,3.4958002187327413
LND,2020-09-17,4.26,4.35,4.26,4.28,993.0,3.211,4.28,2023-08-15,0.0046838493124264375,0.08999999999999986,0.08999999999999986,0.0,0.08999999999999986,0.1629091288440914,4.152637789552989,4.052325454658887,0.10031233489410152,0.08070635684151826,65.24032825322391,61.89312822830679,23.35409155975024,45.20855549820029,40.41446379963351,68.57142857142861,67.30158730158729,4.0289,0.24907722328205414,4.527054446564108,3.530745553435892
LND,2020-09-18,4.28,4.28,4.27,4.27,611.0,3.203,4.27,2023-08-15,-0.0023391823531723776,0.010000000000000675,0.0,0.010000000000000675,0.010000000000000675,0.15271514571484418,4.170693514237146,4.068449509435044,0.1022440048021025,0.08501388643363511,59.96015936254977,482.7664001803408,168.82858083247393,48.17990139517245,41.449855487739434,64.61538461538454,68.20512820512819,4.0584,0.24036625562276584,4.539132511245532,3.577667488754468
LND,2020-09-21,4.19,4.19,4.105,4.105,668.0,3.08,4.105,2023-08-15,-0.03940808433614146,0.08499999999999996,0.07999999999999918,0.16499999999999915,0.16499999999999915,0.15353413909036803,4.160586819739123,4.071156955416413,0.08942986432271027,0.08589708201145015,58.220502901353974,25.357427080162292,22.201097175098177,6.6367280198249485,36.80810512487884,34.16666666666674,55.784493284493294,4.08115,0.22037916488586898,4.521908329771738,3.640391670228262
LND,2020-09-22,4.18,4.18,4.1,4.105,1125.0,3.08,4.105,2023-08-15,0.0,0.08000000000000007,0.07499999999999929,0.005000000000000782,0.08000000000000007,0.14863184588894995,4.152035001317719,4.0736638495246416,0.07837115179307741,0.0843918959677756,55.03122831367107,45.32640090576029,40.517794533798885,5.601550981215762,32.64723121279436,28.181818181818237,42.32128982128984,4.1019,0.20022773875870592,4.502355477517412,3.701444522482588
LND,2020-09-23,4.06,4.09,4.0,4.0,4505.0,3.001,4.0,2023-08-15,-0.02591138178450101,0.08999999999999986,0.015000000000000568,0.10500000000000043,0.10500000000000043,0.1457230466033285,4.128645001114992,4.068207264215148,0.06043773689984455,0.0796010641541894,45.67099567099567,29.929813931405665,39.45301988266677,13.725593821637164,30.124346213505913,0.0,20.782828282828326,4.1108,0.19086881689569257,4.492537633791385,3.7290623662086153
LND,2020-09-24,4.05,4.05,4.045,4.045,330.0,3.035,4.045,2023-08-15,0.011187189390564376,0.004999999999999893,0.04999999999999982,0.04499999999999993,0.04999999999999982,0.13934149058848008,4.115776539404992,4.066488206479692,0.04928833292530044,0.07353851790841161,44.263508512213164,43.80559468843141,71.80449618641893,24.218388971164075,29.33688524412707,8.999999999999986,12.393939393939407,4.1246,0.1740962831006946,4.472792566201389,3.7764074337986107
LND,2020-09-25,4.0,4.02,3.973,4.0,3547.0,3.001,4.0,2023-08-15,-0.011187189390564381,0.04699999999999971,0.025000000000000355,0.07200000000000006,0.07200000000000006,0.13485204502982182,4.097964764111916,4.061563151158404,0.03640161295351252,0.06611113691743178,33.27759197324414,26.364478284692787,56.54900233443705,36.40484493516736,30.27927987347119,5.123339658444047,4.707779886148011,4.1366,0.15485014827586102,4.446300296551722,3.8268997034482775
LND,2020-09-28,4.04,4.04,3.85,3.85,7156.0,2.888,3.85,2023-08-15,-0.03822121282019774,0.18999999999999995,0.040000000000000036,0.1499999999999999,0.18999999999999995,0.13852858518497277,4.059816338863929,4.045891797820417,0.013924541043511596,0.05567381774264774,24.5222929936306,8.658649710338038,27.20346181932366,51.71143392838744,33.13690042430248,0.0,4.707779886148011,4.130599999999999,0.16371618574132407,4.4580323714826475,3.8031676285173512
LND,2020-09-29,3.94,3.94,3.869,3.88,3468.0,2.911,3.88,2023-08-15,0.007762005335489109,0.07099999999999973,0.08999999999999986,0.019000000000000128,0.08999999999999986,0.1352933381042921,4.032152286731016,4.03360351010561,-0.001451223374593802,0.044248809519199434,35.35564853556485,15.84212206261346,46.95744495829645,49.54703411461858,35.32491825643049,5.999999999999966,3.7077798861480047,4.132099999999999,0.1611269195712803,4.45435383914256,3.8098461608574388
LND,2020-09-30,3.98,4.02,3.98,4.0,9776.0,3.001,4.0,2023-08-15,0.030459207484708654,0.03999999999999959,0.13999999999999968,0.10000000000000009,0.13999999999999968,0.13560711629436556,4.02720578108009,4.031114360009505,-0.00390857892941554,0.03461733182947644,40.917782026768634,16.4453727682292,26.162005048186533,22.805046397888674,33.655602004160066,30.00000000000001,11.999999999999993,4.134099999999999,0.15911396114603665,4.452327922292072,3.815872077707926
LND,2020-10-01,4.0,4.0,3.85,3.92,3668.0,2.941,3.92,2023-08-15,-0.020202707317519466,0.1499999999999999,0.0,0.1499999999999999,0.1499999999999999,0.13656664395927182,4.010712583990845,4.022883663003295,-0.012171079012450292,0.02525964966109109,43.54018311291965,13.302479305853302,32.71771075010154,42.18850774114953,34.79332277172927,13.99999999999998,16.666666666666654,4.1241,0.1661748920169519,4.456449784033904,3.7917502159660965
LND,2020-10-02,3.88,3.98,3.88,3.97,1859.0,2.978,3.97,2023-08-15,0.01267444089672786,0.10000000000000009,0.06000000000000005,0.040000000000000036,0.10000000000000009,0.13412886275241515,4.004449109530714,4.018966353014412,-0.014517243483697762,0.01730427103213332,43.36734693877555,14.626556430935416,42.533023975123115,48.8220300882926,36.663817084362144,24.000000000000043,22.666666666666675,4.1126,0.16858681973830936,4.449773639476618,3.775426360523381
LND,2020-10-05,4.02,4.06,3.92,3.92,1467.0,2.941,3.92,2023-08-15,-0.012674440896727937,0.13999999999999968,0.08999999999999941,0.050000000000000266,0.13999999999999968,0.13452027264297764,3.991456938833681,4.011635509246285,-0.02017857041260429,0.009807702743185796,36.315789473684234,16.673582552491112,26.32996722269061,22.454854821711496,34.76928877937682,13.99999999999998,17.333333333333332,4.0886,0.15943730000091721,4.407474600001834,3.769725399998165
LND,2020-10-06,4.03,4.03,4.0,4.02,1332.0,3.016,4.02,2023-08-15,0.025190248828558495,0.03000000000000025,0.11000000000000032,0.08000000000000007,0.11000000000000032,0.13288558491278588,3.9958481790131146,4.012255101373411,-0.01640692236029606,0.004564777722489423,37.628865979381445,14.755103179104854,29.0427517244177,32.62179980454643,34.48295691563404,33.99999999999993,23.999999999999982,4.0651,0.12886627095356348,4.322832541907127,3.807367458092873
LND,2020-10-07,4.03,4.03,3.93,4.0,792.0,3.001,4.0,2023-08-15,-0.004987541511038939,0.10000000000000009,0.010000000000000675,0.08999999999999941,0.10000000000000009,0.1306932089710607,3.9964869207034046,4.011347315788794,-0.014860395085389388,0.0006797431609136597,35.56701030927833,14.066531697411422,37.02075664394935,44.93138252545293,35.87608033209843,34.88372093023253,27.627906976744146,4.0571,0.12762523261488526,4.312350465229771,3.8018495347702297
LND,2020-10-08,4.03,4.04,4.03,4.04,1282.0,3.031,4.04,2023-08-15,0.009950330853168092,0.009999999999999787,0.040000000000000036,0.03000000000000025,0.040000000000000036,0.12464698573674617,4.003181240595189,4.0134697374859405,-0.01028849689075173,-0.0015139048494194189,38.500000000000014,33.810818677723645,80.21163939521419,40.69445747942821,36.51853061913722,55.8823529411764,41.58869129046962,4.0496,0.12375289470300078,4.297105789406001,3.802094210593998
LND,2020-10-09,4.1,4.1,4.04,4.04,1765.0,3.031,4.04,2023-08-15,0.0,0.05999999999999961,0.05999999999999961,0.0,0.05999999999999961,0.12033718049850713,4.008845665119006,4.0154349426691365,-0.00658927755013039,-0.0025289793895616136,46.1077844311377,32.868473013802834,46.34450276167496,17.012401839401598,33.917713445951094,57.57575757575762,49.447277149055516,4.04925,0.12377053258690328,4.296791065173807,3.8017089348261934
LND,2020-10-12,4.01,4.1,3.94,3.94,6202.0,2.956,3.94,2023-08-15,-0.025063968663216276,0.1599999999999997,0.05999999999999961,0.10000000000000009,0.1599999999999997,0.12298137200933378,3.998254024331467,4.0098471676834375,-0.011593143351970703,-0.004341812182043432,41.17647058823527,10.682253729484934,23.395296730881082,37.30621136100169,34.369513168342465,36.00000000000001,49.819370172311345,4.04125,0.12547672252151168,4.2922034450430235,3.7902965549569765
LND,2020-10-13,3.95,4.15,3.95,4.15,1853.0,3.113,4.15,2023-08-15,0.051927610932764684,0.20000000000000018,0.2100000000000004,0.010000000000000231,0.2100000000000004,0.12878262113253508,4.021599559049703,4.020228861468591,0.001370697581111635,-0.0031993102294124182,57.21153846153848,10.22828182772443,15.448322920707543,20.329950724119364,32.49757150773161,100.0,64.52525252525254,4.03975,0.12390016142040981,4.287550322840819,3.79194967715918
LND,2020-10-14,4.04,4.15,4.04,4.13,3606.0,3.098,4.13,2023-08-15,-0.004830927269665692,0.11000000000000032,0.0,0.11000000000000032,0.11000000000000032,0.1275304449283666,4.038276549965133,4.028360058730155,0.00991649123497762,-0.00057614993653441,54.1871921182266,16.923157205870197,25.559952468805314,20.32995072411936,30.87522206887927,93.33333333333319,76.4444444444444,4.033250000000001,0.1148142091885084,4.262878418377017,3.8036215816229837
LND,2020-10-15,4.12,4.15,3.89,3.89,14024.0,2.918,3.89,2023-08-15,-0.0598682493425864,0.26000000000000023,0.020000000000000462,0.23999999999999977,0.26000000000000023,0.13636175822354793,4.01546477304742,4.018111163372884,-0.0026463903254638765,-0.0009901980143203035,45.45454545454546,6.205157642152064,17.064290264205304,46.66691133263396,32.980780638546726,13.333333333333334,68.88888888888884,4.01375,0.1032354870646587,4.220220974129317,3.8072790258706823
LND,2020-10-16,4.03,4.09,3.87,4.02,3862.0,3.016,4.02,2023-08-15,0.03287274500057455,0.21999999999999975,0.19999999999999973,0.020000000000000018,0.21999999999999975,0.1419376466797721,4.016162500270894,4.018251077223888,-0.0020885769529943587,-0.0012098738020551146,57.142857142857125,6.355585706203932,18.690091240306817,49.24804212896818,35.1497488383113,56.66666666666645,54.44444444444432,4.001250000000001,0.08389961106492536,4.169049222129852,3.83345077787015
LND,2020-10-19,4.0,4.02,3.94,3.97,3416.0,3.074,3.97,2023-08-15,-0.012515807931830533,0.07999999999999963,0.0,0.07999999999999963,0.07999999999999963,0.13780846631472574,4.009060577152295,4.014676922722202,-0.005616345569907644,-0.002091168155625621,53.71900826446283,15.14747926645211,32.87805078939287,36.91905430783029,35.38565623434536,40.0,36.66666666666659,3.9945,0.08047392516574906,4.155447850331498,3.8335521496685017
LND,2020-10-20,3.98,4.02,3.98,3.99,4675.0,3.089,3.99,2023-08-15,0.0050251362026729795,0.03999999999999959,0.04999999999999938,0.009999999999999787,0.04999999999999938,0.1319545633739105,4.006128180667327,4.012849002220687,-0.006720821553360068,-0.0030170988351725108,49.54954954954956,21.00450458281297,45.590897094623436,36.91905430783029,35.590109310883776,46.666666666666664,47.77777777777771,3.9887499999999996,0.07615557138276362,4.141061142765527,3.8364388572344725
LND,2020-10-21,4.05,4.17,4.005,4.17,11386.0,3.229,4.17,2023-08-15,0.04412480490893789,0.16500000000000004,0.17999999999999972,0.01499999999999968,0.17999999999999972,0.13515759513098063,4.031339229795431,4.02448981863923,0.006849411156200524,-0.0010437968368979035,60.330578512396706,16.167751103271943,10.975586337594056,19.128689598283362,33.395253348517514,100.0,62.22222222222222,3.9972499999999997,0.0862901317770977,4.1698302635541955,3.8246697364458044
LND,2020-10-22,4.18,4.18,4.12,4.15,1958.0,3.213,4.15,2023-08-15,-0.004807701568103009,0.05999999999999961,0.009999999999999787,0.04999999999999982,0.05999999999999961,0.1301470849218243,4.049594732903826,4.033786870418,0.01580786248582644,0.0023265350276469665,57.62711864406782,44.258375090728684,28.536524477743885,21.597461781228862,31.8222144724528,90.32258064516148,78.99641577060937,4.0024999999999995,0.09233092656311657,4.1871618531262325,3.8178381468737665
LND,2020-10-23,4.13,4.155,4.1,4.1,4871.0,3.174,4.1,2023-08-15,-0.012121360532344963,0.055000000000000604,0.004999999999999893,0.05000000000000071,0.055000000000000604,0.12513727565158947,4.057349389380161,4.038691547322062,0.01865784205809895,0.005592796433737364,57.627118644067785,41.844281903959924,31.8284716274424,13.594999231633684,29.391919106439545,74.19354838709671,88.17204301075272,4.007499999999999,0.09486139473215609,4.197222789464312,3.817777210535687
LND,2020-10-26,4.14,4.17,4.045,4.17,11662.0,3.229,4.17,2023-08-15,0.016929062100447975,0.125,0.07000000000000028,0.054999999999999716,0.125,0.12512812393533063,4.074680252552445,4.048418100545128,0.026262152007316963,0.009726667548453286,56.521739130434796,15.956619499376556,18.00392384726535,6.028479364984123,26.276793806944834,96.77419354838716,87.09677419354846,4.0235,0.09387982239350044,4.211259644787001,3.8357403552129994
LND,2020-10-27,4.14,4.14,4.04,4.04,1363.0,3.128,4.04,2023-08-15,-0.03167134383765141,0.09999999999999964,0.03000000000000025,0.1299999999999999,0.1299999999999999,0.12545291587678173,4.069344829082838,4.047794537472164,0.02155029161067379,0.012091392360897388,51.58730158730159,13.297182916146898,15.516090385541432,7.700990603051391,23.80002004598885,54.8387096774194,75.2688172043011,4.0315,0.08761608840488155,4.206732176809764,3.856267823190237
LND,2020-10-28,3.94,3.94,3.827,3.827,2930.0,2.963,3.827,2023-08-15,-0.054163485529493544,0.11299999999999999,0.10000000000000009,0.21300000000000008,0.21300000000000008,0.1312893915698846,4.0320610092239395,4.03143938485751,0.0006216243664294296,0.009797438762003797,42.56803907885554,7.033564672390573,21.540592410506708,50.76974867895279,27.395983864267073,0.0,50.537634408602194,4.02285,0.09872517676013241,4.220300353520265,3.825399646479735
LND,2020-10-29,3.87,3.91,3.87,3.91,1780.0,3.027,3.91,2023-08-15,0.02145616755370926,0.040000000000000036,0.08300000000000018,0.04300000000000015,0.08300000000000018,0.12807009703882496,4.0132823924202565,4.0224438740069965,-0.009161481586740017,0.006005654692255034,45.712401055408975,10.8240486569066,47.90835372264429,63.141134302807764,32.162003923370584,23.512747875354176,26.117152517591194,4.02235,0.0992971484193485,4.220944296838697,3.823755703161303
LND,2020-10-30,3.87,3.87,3.87,3.87,316.0,2.996,3.87,2023-08-15,-0.01028286695558392,0.0,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.1221987542407973,3.991238947432525,4.011151734190825,-0.019912786758300438,0.0008219664021439382,47.59615384615385,19.465247501336833,86.15518944455442,63.141134302807764,36.29255464110314,12.18130311614736,11.898016997167177,4.01735,0.10445561888090596,4.226261237761812,3.8084387622381883
