ticker,date,open,high,low,close,volume,closeadj,closeunadj,lastupdated,log_returns,H-L,H-PC,L-PC,TR,ATR,ma_fast,ma_slow,macd,signal,rsi,+di,-di,dx,adx,%K,%D,rolling_mean,rolling_std,upper_band,lower_band
LND,2020-01-30,4.79,4.79,4.34,4.36,9418.0,3.271,4.36,2023-08-15,-0.06997098624887893,0.4500000000000002,0.11399999999999988,0.3360000000000003,0.4500000000000002,0.15185005946571642,4.69749570284635,,,,37.1359223300971,7.07800468332829,19.383490627118615,46.503365737355594,,3.1250000000000693,9.041666666666691,4.769299999999999,0.14631332637078595,5.061926652741572,4.476673347258427
LND,2020-01-31,4.365,4.495,4.365,4.495,2151.0,3.373,4.495,2023-08-15,0.030493610562640598,0.1299999999999999,0.1349999999999998,0.004999999999999893,0.1349999999999998,0.15034904537272342,4.665380583220289,,,,36.71350030543679,20.283628980568828,52.94997896497931,44.60568160003684,,24.218750000000018,17.11458333333336,4.75505,0.1585807033459119,5.072211406691824,4.437888593308176
LND,2020-02-03,4.614,4.614,4.56,4.61,7496.0,3.459,4.61,2023-08-15,0.025262189084973675,0.05400000000000027,0.11899999999999977,0.0649999999999995,0.11899999999999977,0.1476176732299497,4.656638940106559,,,,44.14303329223183,33.73649776102796,51.700816461035295,21.02631486438772,,42.187500000000036,23.17708333333337,4.750500000000001,0.16149189322980662,5.073483786459613,4.427516213540388
LND,2020-02-04,4.686,4.691,4.64,4.664,820.0,3.499,4.664,2023-08-15,0.01164559203963403,0.051000000000000156,0.08099999999999952,0.02999999999999936,0.08099999999999952,0.14192980451731932,4.657796229420477,,,,43.23308270676691,55.86434910741534,65.43677050765116,7.891453459467369,,50.62499999999993,39.01041666666666,4.7437,0.16215979773050992,5.06801959546102,4.4193804045389795
LND,2020-02-05,4.8,4.8,4.66,4.66,1397.0,3.496,4.66,2023-08-15,-0.0008580009106367071,0.13999999999999968,0.13600000000000012,0.0039999999999995595,0.13999999999999968,0.14176806315362409,4.658141537044711,,,,44.31599229287091,38.59522317041602,32.643675651124795,8.354350807976877,,50.0,47.60416666666666,4.7367,0.16262261770575942,5.061945235411518,4.411454764588481
LND,2020-02-06,4.5,4.561,4.5,4.53,391.0,3.399,4.53,2023-08-15,-0.028293508642611865,0.06099999999999994,0.0990000000000002,0.16000000000000014,0.16000000000000014,0.14327036585697214,4.638120035952687,,,,42.48768472906405,29.13859729784273,38.3619450561506,13.664109111802153,,29.687500000000036,43.43749999999999,4.7255,0.1689585748045949,5.06341714960919,4.38758285039081
LND,2020-02-07,4.43,4.503,4.43,4.495,1542.0,3.372,4.495,2023-08-15,-0.007756271571359097,0.0730000000000004,0.027000000000000135,0.10000000000000053,0.10000000000000053,0.13976013473996657,4.6158117350043435,4.669448828571168,-0.05363709356682467,,43.8095238095238,40.25123456894871,62.55709321905725,21.696548450923093,,24.218750000000018,34.63541666666668,4.71105,0.17590741434360443,5.062864828687209,4.3592351713127915
LND,2020-02-10,4.57,4.57,4.35,4.35,4838.0,3.263,4.35,2023-08-15,-0.032789822822990956,0.22000000000000064,0.07500000000000018,0.14500000000000046,0.22000000000000064,0.14617668922214697,4.574463059442124,4.64239976634101,-0.06793670689888653,,33.97435897435898,15.804245405689912,29.51485315718901,30.25348735142212,,1.5624999999999654,18.48958333333334,4.68205,0.18546143733089648,5.052972874661793,4.311127125338207
LND,2020-02-11,4.34,4.52,4.34,4.52,1586.0,3.391,4.52,2023-08-15,0.03833614874354703,0.17999999999999972,0.16999999999999993,0.009999999999999787,0.17999999999999972,0.14884594109160162,4.566005453668372,4.632144376600509,-0.06613892293213741,,40.46242774566474,16.69307395382341,31.929229648094964,31.335733944268355,,28.12499999999993,17.96874999999997,4.668049999999999,0.1866534855935203,5.04135697118704,4.294743028812959
LND,2020-02-12,4.5,4.66,4.4,4.4,2669.0,3.301,4.4,2023-08-15,-0.026907452919924156,0.2599999999999998,0.14000000000000057,0.11999999999999922,0.2599999999999998,0.15751178003268773,4.54026353814152,4.612881007204508,-0.07261746906298772,,33.13953488372093,17.285651261625766,19.110327299538955,5.013400133882255,21.62903485822212,9.37500000000007,13.020833333333321,4.64405,0.18881332329216488,5.021676646584329,4.266423353415671
LND,2020-02-13,4.41,4.43,4.41,4.43,217.0,3.324,4.43,2023-08-15,0.006795043132828586,0.019999999999999574,0.02999999999999936,0.009999999999999787,0.02999999999999936,0.14768169184689567,4.5231861801774205,4.59783947897742,-0.07465329879999949,,34.28571428571425,129.5577439906603,138.72786714933488,3.4180450899729715,18.83896489118282,18.749999999999954,18.749999999999982,4.6236999999999995,0.18885586260983614,5.001411725219672,4.245988274780327
LND,2020-02-14,4.42,4.42,4.42,4.42,344.0,3.316,4.42,2023-08-15,-0.0022598879674374786,0.0,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.13717709857478377,4.507221414439333,4.583331188693669,-0.07610977425433596,,44.11764705882351,336.22910556804663,360.02746923677694,3.4180450899729777,16.522397156514526,17.391304347826104,15.172101449275374,4.606,0.1906087201849024,4.987217440369805,4.224782559630195
