,timestamp,open,high,low,close,volume,date,returns
0,1701979200000,43203.57,43334.65,43079.98,43235.74,2100.58089,2023-12-07 20:00:00,
1,1701982800000,43235.74,43456.06,43221.1,43374.51,1690.53572,2023-12-07 21:00:00,0.0032044733446298
2,1701986400000,43374.51,43413.21,43135.72,43136.0,906.16059,2023-12-07 22:00:00,-0.005514026083400609
3,1701990000000,43136.01,43386.64,43136.0,43273.14,1444.67568,2023-12-07 23:00:00,0.003174203912848884
4,1701993600000,43273.15,43400.0,43261.1,43391.94,1255.31557,2023-12-08 00:00:00,0.0027415903709206925
5,1701997200000,43391.95,43413.31,43313.31,43406.13,1065.01251,2023-12-08 01:00:00,0.0003269657983504201
6,1702000800000,43406.12,43524.99,43399.1,43497.38,1042.08307,2023-12-08 02:00:00,0.002100031023726569
7,1702004400000,43497.39,43516.75,43366.0,43366.01,1142.54638,2023-12-08 03:00:00,-0.0030247518582918274
8,1702008000000,43366.0,43550.0,43360.0,43452.87,1592.82575,2023-12-08 04:00:00,0.002000947927012746
9,1702011600000,43452.87,43507.56,43377.0,43421.9,850.5927,2023-12-08 05:00:00,-0.0007129803350718724
10,1702015200000,43421.91,43490.0,43360.0,43360.0,1222.22531,2023-12-08 06:00:00,-0.0014265649979468707
11,1702018800000,43360.01,43399.03,43117.38,43166.01,3167.5261,2023-12-08 07:00:00,-0.004483977130829371
12,1702022400000,43166.01,43259.7,43103.74,43212.94,2005.2761,2023-12-08 08:00:00,0.001086607434278344
13,1702026000000,43212.93,43289.55,43123.0,43135.98,1285.02796,2023-12-08 09:00:00,-0.0017825357949569757
14,1702029600000,43135.97,43350.0,43081.1,43349.99,1308.46849,2023-12-08 10:00:00,0.0049490209061338435
15,1702033200000,43349.99,43729.73,43349.99,43653.82,2259.0658,2023-12-08 11:00:00,0.006984320228882159
16,1702036800000,43653.82,43799.99,43512.0,43743.83,2256.29971,2023-12-08 12:00:00,0.002059781511832053
17,1702040400000,43743.83,43760.0,43453.02,43571.75,2166.1243,2023-12-08 13:00:00,-0.003941569712662483
18,1702044000000,43571.74,44030.16,43566.02,43962.98,2867.02626,2023-12-08 14:00:00,0.008938911562787767
19,1702047600000,43962.99,43995.66,43749.16,43760.94,2387.69842,2023-12-08 15:00:00,-0.004606277449452012
20,1702051200000,43760.94,43955.99,43748.6,43824.47,2078.83578,2023-12-08 16:00:00,0.0014506984928587938
21,1702054800000,43824.47,43857.01,43638.68,43735.82,1516.61544,2023-12-08 17:00:00,-0.002024891198741193
22,1702058400000,43735.82,43940.03,43735.0,43810.01,1229.65177,2023-12-08 18:00:00,0.0016948841026477003
23,1702062000000,43810.01,43970.0,43796.43,43945.11,1045.27007,2023-12-08 19:00:00,0.003079025058217291
24,1702065600000,43945.12,44400.0,43945.11,44363.99,2414.41869,2023-12-08 20:00:00,0.009486749192094395
25,1702069200000,44363.99,44700.0,44229.14,44527.34,3922.45022,2023-12-08 21:00:00,0.003675278204817321
26,1702072800000,44527.34,44573.33,44239.02,44260.54,1477.65985,2023-12-08 22:00:00,-0.0060098473581967375
27,1702076400000,44260.54,44338.0,44120.62,44170.99,1342.35931,2023-12-08 23:00:00,-0.002025296421081316
28,1702080000000,44171.0,44281.23,44141.6,44177.03,1238.46583,2023-12-09 00:00:00,0.00013673198356701312
29,1702083600000,44177.04,44195.57,44043.61,44118.7,1177.37652,2023-12-09 01:00:00,-0.0013212418875853242
30,1702087200000,44118.71,44204.63,44100.02,44120.01,687.2529,2023-12-09 02:00:00,2.9692183852198995e-05
31,1702090800000,44120.01,44232.64,44106.19,44139.38,547.61393,2023-12-09 03:00:00,0.00043893347350312616
32,1702094400000,44139.38,44276.71,44139.37,44231.98,640.01562,2023-12-09 04:00:00,0.002095702360840863
33,1702098000000,44231.97,44358.02,44222.42,44274.99,923.67819,2023-12-09 05:00:00,0.0009719009335777237
34,1702101600000,44275.0,44332.64,44174.12,44200.0,821.50905,2023-12-09 06:00:00,-0.0016951687241238444
35,1702105200000,44200.0,44261.1,44093.82,44180.22,1215.63755,2023-12-09 07:00:00,-0.0004476114752883422
36,1702108800000,44180.21,44191.58,43720.0,43834.35,2724.4796,2023-12-09 08:00:00,-0.007859421011279583
37,1702112400000,43834.34,43958.14,43731.48,43842.0,1538.45513,2023-12-09 09:00:00,0.00017450544005115988
38,1702116000000,43842.0,43910.4,43814.0,43835.05,718.50166,2023-12-09 10:00:00,-0.0001585363561970945
39,1702119600000,43835.04,43890.0,43753.37,43817.35,813.4108,2023-12-09 11:00:00,-0.0004038680113856668
40,1702123200000,43817.35,43900.0,43741.52,43899.99,891.12455,2023-12-09 12:00:00,0.0018842346211138063
41,1702126800000,43900.0,44045.45,43881.45,43996.33,1058.45761,2023-12-09 13:00:00,0.002192129057953594
42,1702130400000,43996.33,44136.52,43755.0,43935.58,1732.22979,2023-12-09 14:00:00,-0.0013817511678186048
43,1702134000000,43935.57,44114.78,43861.1,44045.1,1350.91324,2023-12-09 15:00:00,0.002489638783647032
44,1702137600000,44045.09,44082.19,43945.0,44008.58,1019.54437,2023-12-09 16:00:00,-0.0008294940562164261
45,1702141200000,44008.59,44032.03,43889.87,43891.46,848.63749,2023-12-09 17:00:00,-0.002664846780723655
46,1702144800000,43891.46,43995.01,43877.34,43964.95,627.3757,2023-12-09 18:00:00,0.0016729574345282507
47,1702148400000,43964.95,44010.03,43913.17,43924.39,440.5438,2023-12-09 19:00:00,-0.0009229788932169907
48,1702152000000,43924.4,43985.75,43864.86,43979.79,562.72953,2023-12-09 20:00:00,0.001260463548714479
49,1702155600000,43979.8,44084.55,43875.52,43971.12,670.59209,2023-12-09 21:00:00,-0.00019715543655167121
50,1702159200000,43971.11,44034.03,43900.14,43900.14,378.99131,2023-12-09 22:00:00,-0.00161554563888301
51,1702162800000,43900.14,43916.22,43584.51,43713.6,2298.43382,2023-12-09 23:00:00,-0.004258242642573113
52,1702166400000,43713.59,43794.83,43672.0,43772.01,805.43432,2023-12-10 00:00:00,0.0013353055131912596
53,1702170000000,43772.01,43864.04,43714.49,43793.86,550.30867,2023-12-10 01:00:00,0.00049905289477472
54,1702173600000,43793.87,43812.57,43716.7,43744.71,669.57721,2023-12-10 02:00:00,-0.0011229337003052801
55,1702177200000,43744.7,43845.33,43717.0,43845.32,425.00504,2023-12-10 03:00:00,0.002297294435176097
56,1702180800000,43845.32,43965.0,43824.31,43937.0,465.238,2023-12-10 04:00:00,0.0020888040629160835
57,1702184400000,43937.01,43956.63,43880.34,43884.4,483.70761,2023-12-10 05:00:00,-0.0011978858521903594
58,1702188000000,43884.4,43925.0,43862.85,43911.12,359.83425,2023-12-10 06:00:00,0.0006086871135333739
59,1702191600000,43911.13,44016.0,43866.0,43966.44,870.19657,2023-12-10 07:00:00,0.0012590246544738942
60,1702195200000,43966.44,44049.0,43734.03,43775.51,1174.32939,2023-12-10 08:00:00,-0.004352087031610668
61,1702198800000,43775.51,43818.0,43603.88,43606.8,1183.40521,2023-12-10 09:00:00,-0.003861427092756608
62,1702202400000,43606.79,43717.52,43605.4,43700.02,836.55655,2023-12-10 10:00:00,0.002135458270614027
63,1702206000000,43700.01,43758.0,43689.0,43738.02,600.80613,2023-12-10 11:00:00,0.0008691869669625928
64,1702209600000,43738.03,43900.0,43731.84,43884.01,726.05143,2023-12-10 12:00:00,0.0033322700943971047
65,1702213200000,43884.02,43906.34,43744.0,43834.64,727.1659,2023-12-10 13:00:00,-0.0011256444373679531
66,1702216800000,43834.64,43888.81,43751.86,43832.25,915.08642,2023-12-10 14:00:00,-5.452457593949816e-05
67,1702220400000,43832.25,43973.76,43823.88,43903.73,917.91121,2023-12-10 15:00:00,0.0016294344877731209
68,1702224000000,43903.74,43931.13,43779.4,43828.91,747.82768,2023-12-10 16:00:00,-0.001705636993001595
69,1702227600000,43828.9,43839.29,43777.0,43821.09,520.16626,2023-12-10 17:00:00,-0.00017843696567609396
70,1702231200000,43821.08,43912.0,43812.52,43828.82,613.64537,2023-12-10 18:00:00,0.0001763835244107056
71,1702234800000,43828.83,43869.29,43750.0,43797.1,690.82623,2023-12-10 19:00:00,-0.0007239867241455697
72,1702238400000,43797.1,43970.16,43786.0,43960.01,796.06279,2023-12-10 20:00:00,0.0037127518701652435
73,1702242000000,43960.01,44046.0,43763.07,43801.1,1353.92546,2023-12-10 21:00:00,-0.0036214257926252096
74,1702245600000,43801.1,43898.32,43774.45,43783.47,694.06187,2023-12-10 22:00:00,-0.0004025823324384784
75,1702249200000,43783.48,43846.0,43563.0,43789.51,1829.48801,2023-12-10 23:00:00,0.00013794209148943617
76,1702252800000,43789.5,43804.5,43610.0,43630.42,894.36034,2023-12-11 00:00:00,-0.0036396774883121533
77,1702256400000,43630.42,43630.42,43201.63,43222.46,3471.93019,2023-12-11 01:00:00,-0.009394345940593364
78,1702260000000,43222.45,43236.59,40400.0,41952.99,10816.46198,2023-12-11 02:00:00,-0.029810561851421054
79,1702263600000,41952.99,42550.0,41875.94,42309.58,3725.91629,2023-12-11 03:00:00,0.00846383225041584
80,1702267200000,42309.57,42320.0,42001.58,42164.0,2507.96035,2023-12-11 04:00:00,-0.003446761558493856
81,1702270800000,42163.99,42212.04,41620.0,42053.41,3071.08232,2023-12-11 05:00:00,-0.0026262993261303358
82,1702274400000,42053.41,42200.0,41716.68,42130.0,2764.7273,2023-12-11 06:00:00,0.001819598924112837
83,1702278000000,42130.01,42321.03,42091.11,42132.51,3739.6916,2023-12-11 07:00:00,5.957572355128208e-05
84,1702281600000,42132.52,42290.54,41975.44,42242.97,2478.17132,2023-12-11 08:00:00,0.002618297711721727
85,1702285200000,42242.97,42406.43,42180.0,42380.0,2467.57674,2023-12-11 09:00:00,0.0032386034139549875
86,1702288800000,42380.0,42478.62,42346.43,42381.22,1537.31706,2023-12-11 10:00:00,2.8786749414091684e-05
87,1702292400000,42381.21,42481.1,42161.1,42344.01,1376.7616,2023-12-11 11:00:00,-0.0008783688729411695
88,1702296000000,42344.01,42390.32,42181.1,42210.5,1818.78314,2023-12-11 12:00:00,-0.0031579654581427325
89,1702299600000,42210.5,42255.72,41886.13,42003.99,2189.49302,2023-12-11 13:00:00,-0.004904391487329105
90,1702303200000,42004.0,42118.91,41806.0,41850.0,3326.74709,2023-12-11 14:00:00,-0.0036728168356697567
91,1702306800000,41850.01,42038.73,41655.18,41803.44,2421.05342,2023-12-11 15:00:00,-0.001113164140239567
92,1702310400000,41803.43,41857.08,41364.0,41794.34,4550.17529,2023-12-11 16:00:00,-0.00021770913141353317
93,1702314000000,41794.33,41797.33,41291.1,41347.83,3264.02551,2023-12-11 17:00:00,-0.010740982410371148
94,1702317600000,41347.83,41347.84,40532.17,41050.38,7349.10305,2023-12-11 18:00:00,-0.007219848394214704
95,1702321200000,41050.38,41118.1,40222.0,40779.99,5523.3007,2023-12-11 19:00:00,-0.006608572931210657
96,1702324800000,40779.99,40937.36,40554.0,40858.02,2659.2994,2023-12-11 20:00:00,0.0019116101375274326
97,1702328400000,40858.01,41290.0,40844.0,41202.93,2506.50608,2023-12-11 21:00:00,0.00840624026611427
98,1702332000000,41202.93,41349.97,41134.96,41286.28,1070.80997,2023-12-11 22:00:00,0.0020208710537104138
99,1702335600000,41286.28,41297.9,41138.0,41253.4,1132.64428,2023-12-11 23:00:00,-0.0007967077589637489
100,1702339200000,41253.41,41768.0,41178.28,41717.98,2601.00887,2023-12-12 00:00:00,0.011198677309030129
101,1702342800000,41717.98,41870.0,41587.91,41681.09,1457.57804,2023-12-12 01:00:00,-0.0008846622008118809
102,1702346400000,41681.1,41938.8,41670.0,41862.01,1439.87925,2023-12-12 02:00:00,0.004331184330614605
103,1702350000000,41862.0,41885.0,41717.11,41735.29,1246.16016,2023-12-12 03:00:00,-0.0030316791824084362
104,1702353600000,41735.29,41766.49,41376.19,41385.43,1353.47737,2023-12-12 04:00:00,-0.008418167361457604
105,1702357200000,41385.42,41680.0,41385.42,41565.99,1088.68508,2023-12-12 05:00:00,0.004353398294218196
106,1702360800000,41566.0,41697.07,41401.92,41695.04,1585.87308,2023-12-12 06:00:00,0.003099892070523935
107,1702364400000,41695.05,42068.91,41678.98,41916.27,2723.39366,2023-12-12 07:00:00,0.005291880160154251
108,1702368000000,41916.26,42104.12,41778.06,42036.86,2040.34983,2023-12-12 08:00:00,0.0028727954022750575
109,1702371600000,42036.86,42038.29,41800.0,41804.57,1470.04196,2023-12-12 09:00:00,-0.005541188750414621
110,1702375200000,41804.58,41832.53,41711.57,41809.42,1106.51073,2023-12-12 10:00:00,0.00011600929474694364
111,1702378800000,41809.42,41825.09,41545.54,41584.57,1164.04002,2023-12-12 11:00:00,-0.0053924879926269586
112,1702382400000,41584.58,41906.45,41584.57,41849.99,1356.41499,2023-12-12 12:00:00,0.00636237298656289
113,1702386000000,41850.0,42070.23,41742.0,41810.78,2275.18744,2023-12-12 13:00:00,-0.0009373569684082289
114,1702389600000,41810.78,41871.1,41295.94,41474.87,2657.20088,2023-12-12 14:00:00,-0.008066499365149834
115,1702393200000,41474.87,41588.0,41161.1,41348.0,2719.62729,2023-12-12 15:00:00,-0.003063648947033291
116,1702396800000,41347.99,41457.35,41088.12,41343.06,2433.78882,2023-12-12 16:00:00,-0.00011948087268152818
117,1702400400000,41343.06,41343.07,40700.0,40702.99,3298.5898,2023-12-12 17:00:00,-0.015603017709918142
118,1702404000000,40702.99,41421.14,40680.0,41305.44,2334.04235,2023-12-12 18:00:00,0.014692656297475088
119,1702407600000,41305.44,41330.0,41025.0,41137.99,1268.10982,2023-12-12 19:00:00,-0.004062184949424883
120,1702411200000,41137.99,41294.0,41063.18,41229.61,1111.42663,2023-12-12 20:00:00,0.0022246620706817236
121,1702414800000,41229.61,41381.1,41042.08,41104.02,1216.50564,2023-12-12 21:00:00,-0.003050760604311182
122,1702418400000,41104.02,41285.0,41079.48,41230.2,1129.69018,2023-12-12 22:00:00,0.003065070605753255
123,1702422000000,41230.21,41555.0,41230.2,41492.39,1645.11584,2023-12-12 23:00:00,0.006339039383889253
124,1702425600000,41492.38,41506.0,41300.0,41411.4,1229.0402,2023-12-13 00:00:00,-0.0019538316828376237
125,1702429200000,41411.41,41436.0,40880.81,41022.0,2266.34194,2023-12-13 01:00:00,-0.009447697085152432
126,1702432800000,41022.01,41145.45,40555.0,41001.95,2577.71279,2023-12-13 02:00:00,-0.0004888816107817809
127,1702436400000,41001.94,41041.1,40761.1,40829.36,1237.06732,2023-12-13 03:00:00,-0.004218196089255038
128,1702440000000,40829.35,40917.99,40628.64,40901.01,1410.93224,2023-12-13 04:00:00,0.0017533266607080455
129,1702443600000,40901.01,41027.59,40840.0,41019.66,762.57711,2023-12-13 05:00:00,0.0028967068498125977
130,1702447200000,41019.65,41064.0,40826.09,40865.99,1137.48229,2023-12-13 06:00:00,-0.003753287185186772
131,1702450800000,40866.0,41242.0,40800.0,41115.27,1550.69033,2023-12-13 07:00:00,0.006081408562657397
132,1702454400000,41115.28,41280.0,41114.33,41267.88,1086.59198,2023-12-13 08:00:00,0.0037048880641941113
133,1702458000000,41267.87,41267.88,41054.36,41219.37,1013.80435,2023-12-13 09:00:00,-0.001176181909141209
134,1702461600000,41219.37,41254.69,41077.45,41143.26,844.93068,2023-12-13 10:00:00,-0.001848168803357827
135,1702465200000,41143.26,41219.24,40953.17,41004.69,1083.70231,2023-12-13 11:00:00,-0.0033736722932160676
136,1702468800000,41004.69,41263.97,40984.0,41209.27,1513.49066,2023-12-13 12:00:00,0.004976780640631516
