,open,high,low,close,volume,marketCap,simple_returns,log_returns,cumulative_log_returns,H-L,H-PC,L-PC,TR,ATR,ma_fast,ma_slow,macd,signal,rsi,+di,-di,dx,adx,%K,%D,rolling_mean,rolling_std,upper_band,lower_band
0,4.32912015914917,4.5215301513671875,4.328710079193115,4.511590003967285,11337500.0,221718274.859,,,,0.19282007217407227,,,,,,,,,,,,,,,,,,,
1,4.520450115203857,4.737659931182861,4.4846601486206055,4.648940086364746,14595300.0,228536447.639,0.030443830728563895,0.029989613049205686,0.029989613049205686,0.25299978256225586,0.22606992721557617,0.026929855346679688,0.25299978256225586,,,,,,,,,,,,,,,,
2,4.655879974365234,4.731840133666992,4.5648698806762695,4.626200199127197,10055700.0,227483920.937,-0.004891413271649702,-0.004903415387748522,0.025086197661457164,0.16697025299072266,0.0829000473022461,0.08407020568847656,0.16697025299072266,,,,,,,,,,,,,,,,
3,4.633749961853027,4.837850093841553,4.633749961853027,4.837850093841553,13762400.0,237966484.325,0.045750267088373396,0.04473458674379425,0.06982078440525141,0.2041001319885254,0.21164989471435547,0.007549762725830078,0.21164989471435547,,,,,,,,,,,,,,,,
4,4.914370059967041,4.945859909057617,4.226870059967041,4.292719841003418,19196000.0,211212252.077,-0.11268026959580046,-0.1195498989356881,-0.049729114530436686,0.7189898490905762,0.10800981521606445,0.6109800338745117,0.7189898490905762,,,,,,,,,,,,,,,,
5,4.3024001121521,4.351650238037109,3.8413500785827637,3.861259937286377,11063700.0,190038394.909,-0.1005096814368831,-0.10592698878108207,-0.15565610331151875,0.5103001594543457,0.058930397033691406,0.4513697624206543,0.5103001594543457,,,,,,,,,,,,,,,,
6,3.8633899688720703,3.9558799266815186,3.6135900020599365,3.9558799266815186,14628400.0,194746307.951,0.024504951992856197,0.02420952225551756,-0.13144658105600118,0.34228992462158203,0.0946199893951416,0.24766993522644043,0.34228992462158203,,,,,,,,,,,,,,,,
7,3.959120035171509,4.015570163726807,3.8970301151275635,3.994580030441284,11728600.0,196710013.265,0.009782931857648699,0.009735388801957371,-0.12171119225404381,0.11854004859924316,0.059690237045288086,0.05884981155395508,0.11854004859924316,,,,,,,,,,,,,,,,
8,3.9969799518585205,4.359389781951904,3.9296998977661133,4.301959991455078,11165200.0,211907899.832,0.07694925590959745,0.07413228091717342,-0.047578911336870394,0.429689884185791,0.3648097515106201,0.0648801326751709,0.429689884185791,,,,,,,,,,,,,,,,
9,4.300920009613037,4.682449817657471,4.2911200523376465,4.591509819030762,15157900.0,226238983.97,0.06730649010005028,0.06513817577758133,0.01755926444071093,0.3913297653198242,0.3804898262023926,0.01083993911743164,0.3913297653198242,,,,,,,,,,,,,,,,
10,4.5971598625183105,4.6362199783325195,3.7962698936462402,3.846790075302124,21863300.0,189604833.326,-0.16219495832110478,-0.17696985272782573,-0.1594105882871148,0.8399500846862793,0.04471015930175781,0.7952399253845215,0.8399500846862793,,,,,,,,,,,,,,,,
11,3.836709976196289,4.02131986618042,3.780280113220215,3.9628000259399414,13690900.0,195389833.63,0.03015759850859708,0.029711798797748285,-0.1296987894893665,0.24103975296020508,0.1745297908782959,0.06650996208190918,0.24103975296020508,,4.181463346299079,,,,,,,,,,,,,,
12,3.9484798908233643,3.9601099491119385,3.8013598918914795,3.8908700942993164,7720620.0,191902491.24,-0.018151289787468862,-0.01831804541661124,-0.14801683490597775,0.15875005722045898,0.0026900768280029297,0.16144013404846191,0.16144013404846191,,4.131005318264506,,,,,,,,,,,,,,
13,3.892580032348633,3.946039915084839,3.8718600273132324,3.9005300998687744,3999180.0,192438807.45,0.002482736594987148,0.002479659696187618,-0.14553717520979012,0.07417988777160645,0.05516982078552246,0.019010066986083984,0.07417988777160645,,4.091762747232445,,,,39.886126678900254,88.20484035795438,131.8183928731107,19.82224871195944,,21.537685141854475,,,,,
14,3.888780117034912,3.9519600868225098,3.876199960708618,3.925839900970459,9341360.0,193747581.623,0.006488810611290006,0.006467848908531307,-0.13906932630125882,0.0757601261138916,0.05142998695373535,0.02433013916015625,0.0757601261138916,0.30790440556724946,4.063967829983561,,,,40.38559011352515,74.50530799788805,109.58182238611185,19.054300164848733,,23.43743540782882,,,,,
15,3.9220399856567383,3.95740008354187,3.873300075531006,3.9025399684906006,8159260.0,192658074.643,-0.005935018510076966,-0.005952700730015367,-0.14502202703127418,0.08410000801086426,0.03156018257141113,0.052539825439453125,0.08410000801086426,0.28476268298353846,4.0372906030850135,,,,37.272176053942765,58.11889347721867,84.06931337196414,18.250754032133443,,21.688545610237753,22.221222053307017,,,,
16,3.9056999683380127,3.945319890975952,3.8516199588775635,3.9390499591827393,4816480.0,194519765.603,0.009355443118308349,0.009311952002354226,-0.13571007502891996,0.09369993209838867,0.04277992248535156,0.05092000961303711,0.09369993209838867,0.26570652343952883,4.021238741616862,,,,38.33729236913553,44.53970077782126,67.80890619476236,20.71161008931733,,24.42898060020276,23.184987206089776,,,,
17,3.9422500133514404,3.9511001110076904,3.783989906311035,3.838200092315674,4321020.0,189598850.168,-0.025602586388112077,-0.025936036369222724,-0.1616461113981427,0.16711020469665527,0.012050151824951172,0.1550600528717041,0.16711020469665527,0.25618755538908144,3.991614284099857,,,,32.37029233073936,21.369668461741394,38.37443708809568,28.46267170603019,,16.859203159658872,20.992243123366464,,,,
18,3.841900110244751,3.9283900260925293,3.810760021209717,3.860610008239746,4090650.0,190764054.812,0.005838652333143958,0.0058216734597133935,-0.1558244379384293,0.1176300048828125,0.09018993377685547,0.02744007110595703,0.1176300048828125,0.2431986216157112,3.970579807766471,,,,40.656716719528085,23.269130744386946,46.7343182646481,33.52004487269278,,23.110608386162948,21.466264048674862,,,,
19,3.859179973602295,3.909450054168701,3.8430800437927246,3.890010118484497,3427180.0,192281660.895,0.007615405384641797,0.007586554566261585,-0.1482378833721677,0.06637001037597656,0.04884004592895508,0.017529964447021484,0.06637001037597656,0.22705902363647132,3.9577295906607333,,,,50.75248499703903,31.373073938868533,71.11563211586055,38.77750018208782,,25.86121326584169,21.94367493722117,4.128986513614654,0.33366153262529824,4.796309578865251,3.4616634483640576
20,3.8925700187683105,3.9186201095581055,3.8907101154327393,3.904510021209717,2717700.0,193053346.157,0.0037274717246413543,0.003720541917015256,-0.14451734145515244,0.02790999412536621,0.0286099910736084,0.0006999969482421875,0.0286099910736084,0.20938105667001985,3.9492891506151304,,,,48.596626317309486,67.06647181400163,141.8323520373922,35.790474472262915,,13.770126327506478,20.913982659837036,4.098632514476776,0.32451156075932097,4.747655635995418,3.449609392958134
21,3.902479887008667,3.9173800945281982,3.824280023574829,3.842940092086792,2630830.0,190064917.433,-0.015768925880192484,-0.01589457807589767,-0.1604119195310501,0.09310007095336914,0.012870073318481445,0.0802299976348877,0.09310007095336914,0.19924975470070783,3.932502301126061,,,,45.90847685288828,17.738544129627147,47.45404247250655,45.58110038528037,,6.945475841007364,15.525605144785176,4.058332514762879,0.3018282624200114,4.661989039602902,3.4546759899228556
22,3.8561298847198486,3.862109899520874,3.821850061416626,3.8357601165771484,2725110.0,189765617.823,-0.0018683547850324898,-0.001870102336870956,-0.16228202186792107,0.04025983810424805,0.01916980743408203,0.021090030670166016,0.04025983810424805,0.1856750720618949,3.9172927120173893,,,,34.98936795771134,35.339343230140116,95.37544786247193,45.92908279966262,,6.149619421275093,8.95507386326298,4.018810510635376,0.2740275331151145,4.566865576865605,3.470755444405147
23,3.8352699279785156,3.8416099548339844,3.7842800617218018,3.786099910736084,2629220.0,187365781.575,-0.012946640126541302,-0.013031178321581977,-0.17531320018950305,0.05732989311218262,0.0058498382568359375,0.05148005485534668,0.05732989311218262,0.17491816685168834,3.896736182699893,,,,19.32961816980078,21.397822441252266,66.7782901773868,51.46571604081104,,0.6799306532013842,4.591675305161281,3.9662230014801025,0.19930803338468847,4.36483906824948,3.5676069347107258
24,3.791330099105835,3.802000045776367,3.688620090484619,3.7145299911499023,6863540.0,183877335.682,-0.018903336222912088,-0.019084288310788546,-0.1943974885002916,0.11337995529174805,0.015900135040283203,0.09747982025146484,0.11337995529174805,0.16984744823497266,3.8682673384264024,,,,39.66491104847109,9.335583376518159,40.70736335796925,62.6897135932066,,7.787772207268798,4.872440760581759,3.937313508987427,0.19122653435243991,4.319766577692307,3.554860440282547
25,3.714440107345581,3.8417201042175293,3.7063798904418945,3.834320068359375,5817220.0,189862991.277,0.03224905371470413,0.031739969062600196,-0.1626575194376914,0.13534021377563477,0.12719011306762695,0.008150100708007812,0.13534021377563477,0.16704811049511256,3.862975934522058,3.939920468439792,-0.07694453391773415,,40.01926197020321,10.76237112084475,29.442384384828596,46.46219838682487,,53.66682152012231,20.711508126864164,3.9359665155410766,0.19188419980831636,4.319734915157709,3.552198115924444
26,3.840100049972534,3.863909959793091,3.8055899143218994,3.85588002204895,5049680.0,190988506.59,0.005622888362264511,0.0056071389360928476,-0.15705038050159856,0.058320045471191406,0.02958989143371582,0.028730154037475586,0.058320045471191406,0.15835343546410233,3.861872121017874,3.9328044139704623,-0.0709322929525884,,47.05108157885959,26.756064515998247,59.020002379390334,37.61414929731015,41.58716858151221,62.229308685451215,41.22796747094744,3.930966520309448,0.19263937948456544,4.316245279278579,3.545687761340317
27,3.853529930114746,3.8671600818634033,3.8365299701690674,3.852950096130371,3305270.0,190898186.76,-0.0007598592025231604,-0.000760148041854442,-0.157810528543453,0.030630111694335938,0.011280059814453125,0.019350051879882812,0.030630111694335938,0.14827382726180158,3.860486613667111,3.926113738192288,-0.06562712452517694,,45.94400691021798,45.46645449953527,97.11378322011504,36.223343113041935,40.7773287996592,61.139225348052285,59.011785184541935,3.9238850235939027,0.1927809790643968,4.309446981722696,3.538323065465109
28,3.852440118789673,3.8592000007629395,3.8383500576019287,3.852099895477295,2804420.0,190910290.983,-0.0002206622540816329,-0.00022068660357894677,-0.15803121514703194,0.020849943161010742,0.006249904632568359,0.014600038528442383,0.020849943161010742,0.138339553446618,3.8591861130725884,3.9199720602696306,-0.06078594719704222,,43.440433944961136,57.74512445145701,122.15775795892236,35.804114222323946,40.03948589813442,60.82290691846773,61.39714698399041,3.9013920187950135,0.17140584800705766,4.244203714809129,3.558580322780898
29,3.8562300205230713,4.021249771118164,3.855959892272949,4.021249771118164,10192700.0,199351481.486,0.04391108232667227,0.042974315648080894,-0.11505689949895105,0.16528987884521484,0.16914987564086914,0.003859996795654297,0.16914987564086914,0.14071477073340133,3.884286152016229,3.928301911301124,-0.04401575928489532,,58.38429137367968,19.106266513976745,13.022062716275714,18.937193260495054,36.955037915783095,100.0,73.98737742217334,3.8728790163993834,0.06491403480021139,4.002707085999806,3.7430509467989608
30,4.016499996185303,4.100979804992676,4.016499996185303,4.078639984130859,15799800.0,202257334.11,0.014271735475097627,0.014170852971024741,-0.1008860465279263,0.08447980880737305,0.07973003387451172,0.004749774932861328,0.08447980880737305,0.1364242554529636,3.914356200104787,3.9405666143572455,-0.026210414252458403,,59.57657079131433,45.82817643341956,22.555331624252396,34.03283257936952,36.53332138058326,94.58244341631003,85.13511677825925,3.8844715118408204,0.07915076564773832,4.042773043136297,3.7261699805453437
31,4.076039791107178,4.131659984588623,4.030580043792725,4.075329780578613,7753930.0,202156360.792,-0.0008115949348619657,-0.0008119244563351194,-0.10169797098426142,0.10107994079589844,0.05302000045776367,0.048059940338134766,0.10107994079589844,0.13375333744616677,3.9392400239889773,3.9514787888749154,-0.012238764885938114,,68.78194233572782,37.230990243408286,16.311574500564234,39.07062697290575,36.89551402099837,87.285523322018,93.955988912776,3.890097999572754,0.08846361300453308,4.06702522558182,3.7131707735636876
32,4.075150012969971,4.090929985046387,4.016940116882324,4.085269927978516,5175450.0,202711223.265,0.0024391025843535654,0.002436132801734402,-0.09926183818252701,0.0739898681640625,0.015600204467773438,0.05838966369628906,0.0739898681640625,0.12927694796901212,3.9617971779205012,3.9622380285341676,-0.0004408506136663881,,68.15285127211669,44.019933284985896,21.765973633079234,33.8278526426997,36.461698482677875,89.52914687199313,90.46570453677371,3.8998179912567137,0.09864671852283148,4.097111428302377,3.7025245542110508
33,4.081630229949951,4.107349872589111,4.04019021987915,4.082560062408447,8548470.0,202630540.709,-0.0006633259534478943,-0.0006635460514446518,-0.09992538423397167,0.06715965270996094,0.022079944610595703,0.045079708099365234,0.06715965270996094,0.12466225522570118,3.9804397309247364,3.971853108223333,0.008586622701403535,-0.022165914985267522,66.259632106579,45.26553357137725,20.757481089853947,37.1204686839519,36.55411202226853,88.91749415039145,88.57738811480085,3.9089194893836976,0.10677811192477411,4.1224757132332455,3.6953632655341493
34,4.08450984954834,4.096560001373291,4.0154500007629395,4.058000087738037,6926300.0,201470795.974,-0.006015826906394944,-0.006033994893367579,-0.10595937912733924,0.08111000061035156,0.01399993896484375,0.06711006164550781,0.08111000061035156,0.12145123761623561,3.9924066643188802,3.9786972675514845,0.013709396767395798,-0.01412776259368173,62.744735489684786,32.44921315872272,18.974576377888557,26.203119027703835,35.112075092500504,83.37398102724939,87.27354068321132,3.9155274987220765,0.11184932234396334,4.139226143410003,3.6918288540341497
35,4.065110206604004,4.070479869842529,4.01885986328125,4.042920112609863,4635400.0,200777191.848,-0.0037161101040240566,-0.003723031994836578,-0.10968241112217582,0.0516200065612793,0.012479782104492188,0.03914022445678711,0.0516200065612793,0.11633882554476051,4.000197006932008,3.9837723395698146,0.01642466736219328,-0.007443065493967999,67.99415452828836,44.14925019807509,24.93024741894418,27.821572886476638,34.102445122327175,79.9702299590366,84.08723504555915,3.9225465059280396,0.11534160251772364,4.153229710963487,3.6918633008925923
36,4.057980060577393,4.079380035400391,4.0405402183532715,4.044010162353516,4972300.0,200881367.431,0.00026961941203153624,0.00026958307124982,-0.109412828050926,0.03883981704711914,0.036459922790527344,0.002379894256591797,0.03883981704711914,0.11070193755644159,4.006951463002014,3.9885090628203783,0.01844240018163612,-0.0018839530613618918,68.94592542784633,53.88426142843801,28.693430036476364,30.505613495703894,33.60688880545959,80.21626869237839,81.18682655955479,3.9277945160865784,0.11847723383489692,4.164748983756372,3.6908400484167845
